REPORT_MONTH,COST_OVERRUN_PCT,SCHEDULE_CHANGE_DAYS,DELAY_INDICATOR
MAY,0.0,364.0,1
MAY,0.0,0.0,0
MAY,-13.604421345435917,732.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,2.295005508334872,1096.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,-25.434911048381814,720.0,1
MAY,0.0,,0
MAY,0.0,2197.0,1
MAY,61.61614129669488,1460.0,1
MAY,0.0,1.0,1
MAY,0.0,2191.0,1
MAY,-18.25348175755198,722.0,1
MAY,29.141497434310104,1822.0,1
MAY,0.0,730.0,1
MAY,0.0,0.0,0
MAY,43.75752625681943,6.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,-32.85050520662275,722.0,1
MAY,0.0,6.0,1
MAY,-0.0566027564643835,0.0,0
MAY,0.0,0.0,0
MAY,0.0,1092.0,1
MAY,0.0,368.0,1
MAY,-18.10643899318456,725.0,1
MAY,0.0,0.0,0
MAY,0.0,4.0,1
MAY,0.0,,0
MAY,0.0,735.0,1
MAY,0.0,368.0,1
MAY,0.0,,0
MAY,0.0,367.0,1
MAY,0.0,728.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,371.0,1
MAY,-3.005473770101647,1834.0,1
MAY,0.0,,0
MAY,38.28867304130919,725.0,1
MAY,0.0,725.0,1
MAY,0.0,,0
MAY,0.0,376.0,1
MAY,0.0,9.0,1
MAY,-12.146144550433242,736.0,1
MAY,0.0,2.0,1
MAY,0.0,0.0,0
MAY,2.086855380786873,364.0,1
MAY,0.0,,0
MAY,0.0,728.0,1
MAY,8.839639639639628,739.0,1
MAY,0.0,360.0,1
MAY,0.3990376638460216,1094.0,1
MAY,0.0,0.0,0
MAY,0.0,363.0,1
MAY,0.0,360.0,1
MAY,18.53357645765535,368.0,1
MAY,0.0,2195.0,1
MAY,0.0,366.0,1
MAY,0.0,0.0,0
MAY,-1.322299575287877,1467.0,1
MAY,17.63518743779718,1462.0,1
MAY,0.0,366.0,1
MAY,-11.144558814009194,366.0,1
MAY,0.0,,0
MAY,19.347482957794217,728.0,1
MAY,0.0,2192.0,1
MAY,0.0,,0
MAY,29.84576556365674,2558.0,1
MAY,0.0,-1.0,0
MAY,21.80964645435969,732.0,1
MAY,0.0,0.0,0
MAY,-99.95809938825109,0.0,0
MAY,0.0,1820.0,1
MAY,0.0,-4.0,0
MAY,38.87963806591472,1105.0,1
MAY,0.0,360.0,1
MAY,0.0,0.0,0
MAY,32.65226293432752,726.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,0.0,720.0,1
MAY,0.0,375.0,1
MAY,79.77430303733576,,0
MAY,22.18600274606574,1454.0,1
MAY,0.0,0.0,0
MAY,0.0,368.0,1
MAY,0.0,728.0,1
MAY,0.0,1822.0,1
MAY,0.0,0.0,0
MAY,33.19391763749663,2193.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,31.145117504233365,721.0,1
MAY,0.0,2192.0,1
MAY,0.0,738.0,1
MAY,8.628926749672932,1092.0,1
MAY,0.0,365.0,1
MAY,0.0,8.0,1
MAY,59.41407645587711,728.0,1
MAY,-3.608562995555246,7.0,1
MAY,0.0,2194.0,1
MAY,0.0,0.0,0
MAY,-3.0785771474322297,730.0,1
MAY,0.0,729.0,1
MAY,0.0,0.0,0
MAY,-18.19932200612447,367.0,1
MAY,0.0,0.0,0
MAY,0.0,1456.0,1
MAY,0.0,2.0,1
MAY,-14.515807591267334,373.0,1
MAY,-2.874401621300532,6.0,1
MAY,0.0,365.0,1
MAY,-16.119578744530227,368.0,1
MAY,0.0,366.0,1
MAY,0.0,1452.0,1
MAY,0.0,369.0,1
MAY,-16.647002433448854,370.0,1
MAY,0.0,0.0,0
MAY,66.62715459617475,0.0,0
MAY,-0.1669798948094284,725.0,1
MAY,0.0,0.0,0
MAY,0.0,365.0,1
MAY,-46.44005777563794,0.0,0
MAY,0.0,366.0,1
MAY,-30.422619047619044,,0
MAY,9.236299949301744,1091.0,1
MAY,0.0,1089.0,1
MAY,0.0,0.0,0
MAY,-2.292293450590148,356.0,1
MAY,0.0,360.0,1
MAY,0.0,,0
MAY,-30.97280603928969,730.0,1
MAY,-17.307867834976275,7.0,1
MAY,24.77960268099752,729.0,1
MAY,-0.9074364288964236,735.0,1
MAY,0.0,1094.0,1
MAY,0.0,8.0,1
MAY,0.0,0.0,0
MAY,-12.639696751846287,1094.0,1
MAY,0.0,1105.0,1
MAY,5.729018471526215,369.0,1
MAY,-3.729680125852122,727.0,1
MAY,0.0,0.0,0
MAY,2.9257670519663392,5.0,1
MAY,8.062594328381929,,0
MAY,0.0,732.0,1
MAY,0.0,0.0,0
MAY,16.028288439750003,364.0,1
MAY,0.0,0.0,0
MAY,0.0,367.0,1
MAY,5.936885372698948,1093.0,1
MAY,0.0,2197.0,1
MAY,0.0,0.0,0
MAY,-1.63321832356348,2187.0,1
MAY,42.94369251063394,2194.0,1
MAY,0.0,0.0,0
MAY,40.8962942667306,1462.0,1
MAY,-23.92808351140226,362.0,1
MAY,-5.461574121363075,371.0,1
MAY,0.0,0.0,0
MAY,0.0,1102.0,1
MAY,0.6128105045880391,0.0,0
MAY,0.0,0.0,0
MAY,-56.5541166970721,5843.0,1
MAY,0.0,1.0,1
MAY,1.329355503882759,,0
MAY,0.0,,0
MAY,6.916426512968292,2924.0,1
MAY,0.0,1094.0,1
MAY,0.0,371.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,0.0,1090.0,1
MAY,-15.915088927137123,7.0,1
MAY,0.0,0.0,0
MAY,-22.732709873858187,741.0,1
MAY,0.0,0.0,0
MAY,36.840646651270205,1096.0,1
MAY,0.0,363.0,1
MAY,0.0,0.0,0
MAY,20.6143102194441,365.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,0.0,725.0,1
MAY,50.14212820314857,1100.0,1
MAY,0.0,4.0,1
MAY,0.0,0.0,0
MAY,0.0,1834.0,1
MAY,-14.340290221974833,359.0,1
MAY,0.0,1102.0,1
MAY,0.0,730.0,1
MAY,0.0,368.0,1
MAY,17.911179602129437,2194.0,1
MAY,-14.384172947243169,365.0,1
MAY,11.953647972098778,365.0,1
MAY,0.0,0.0,0
MAY,4.895141113289027,2555.0,1
MAY,95.40639641474844,368.0,1
MAY,0.0,0.0,0
MAY,6.8355570347602255,2560.0,1
MAY,0.0,0.0,0
MAY,0.0,723.0,1
MAY,0.0,0.0,0
MAY,6.021211084502235,373.0,1
MAY,0.0,-1096.0,0
MAY,0.0,0.0,0
MAY,-1.477150330820132,364.0,1
MAY,0.0,733.0,1
MAY,0.0,,0
MAY,0.0,726.0,1
MAY,0.0,0.0,0
MAY,0.0,734.0,1
MAY,0.0,726.0,1
MAY,0.0,1105.0,1
MAY,24.748584083647987,734.0,1
MAY,0.0,0.0,0
MAY,-10.41909744439008,370.0,1
MAY,0.0,,0
MAY,-13.486364230978436,3.0,1
MAY,0.0,366.0,1
MAY,0.0,366.0,1
MAY,41.29402380091087,731.0,1
MAY,-36.7654267415604,4.0,1
MAY,0.0,731.0,1
MAY,0.0,9.0,1
MAY,0.0,360.0,1
MAY,2.0307107487620777,1456.0,1
MAY,0.0,11.0,1
MAY,-1.3059557151035854,1087.0,1
MAY,0.0,1101.0,1
MAY,1.1888866720893,733.0,1
MAY,0.0,366.0,1
MAY,0.0,360.0,1
MAY,6.222129253705804,4.0,1
MAY,5.398923413100248,735.0,1
MAY,0.0,1465.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,3.50048390007054,1101.0,1
MAY,0.0,1461.0,1
MAY,-28.585376059137356,364.0,1
MAY,7.531108558140817,361.0,1
MAY,0.0,1459.0,1
MAY,0.0,4.0,1
MAY,0.0,0.0,0
MAY,-22.14684442847035,366.0,1
MAY,0.0,0.0,0
MAY,-40.7755973985838,364.0,1
MAY,0.2266081871345084,1101.0,1
MAY,0.0,2.0,1
MAY,-52.53131699332433,1090.0,1
MAY,5.978158029897551,366.0,1
MAY,7.807092785944583,0.0,0
MAY,15.60005430355688,0.0,0
MAY,39.83918828371781,732.0,1
MAY,0.0,0.0,0
MAY,67.24529602531766,1821.0,1
MAY,0.0,,0
MAY,-15.657926978681704,0.0,0
MAY,0.0,362.0,1
MAY,6.695232994108196,0.0,0
MAY,0.0,362.0,1
MAY,0.0,738.0,1
MAY,-30.16945157166559,-3.0,0
MAY,0.0,0.0,0
MAY,0.0,356.0,1
MAY,-35.69477021419182,0.0,0
MAY,0.0,732.0,1
MAY,-32.50439424516633,738.0,1
MAY,0.0,0.0,0
MAY,-26.852073669156667,365.0,1
MAY,0.0,1092.0,1
MAY,0.0,0.0,0
MAY,-58.00155207811471,,0
MAY,0.0,1452.0,1
MAY,0.0,1462.0,1
MAY,0.0,1453.0,1
MAY,0.0,1469.0,1
MAY,7.230694747034618,1463.0,1
MAY,30.14376502748595,736.0,1
MAY,114.13199874882704,371.0,1
MAY,0.0,1457.0,1
MAY,-23.78299296550895,0.0,0
MAY,0.0,1096.0,1
MAY,51.052563605837534,0.0,0
MAY,0.9003676800287143,1097.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,0.0,359.0,1
MAY,-25.779147253726357,1090.0,1
MAY,-4.041180686779174,0.0,0
MAY,55.49346044567592,373.0,1
MAY,0.0,371.0,1
MAY,-25.792518520457573,0.0,0
MAY,0.0,360.0,1
MAY,0.0,362.0,1
MAY,0.0,1100.0,1
MAY,-24.44003163758141,0.0,0
MAY,41.168425166080496,,0
MAY,0.0,1089.0,1
MAY,0.0,1094.0,1
MAY,0.087951702571224,366.0,1
MAY,0.0,0.0,0
MAY,47.25649964728614,9.0,1
MAY,-23.353843524334486,724.0,1
MAY,0.0,359.0,1
MAY,0.0,736.0,1
MAY,0.0,369.0,1
MAY,-5.818658374941449,368.0,1
MAY,0.0,730.0,1
MAY,0.0,732.0,1
MAY,0.0,369.0,1
MAY,34.63000223563604,730.0,1
MAY,0.0,1091.0,1
MAY,18.29858215179317,7.0,1
MAY,0.0,1096.0,1
MAY,11.278195488721815,1097.0,1
MAY,0.0,367.0,1
MAY,0.0,3.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,1460.0,1
MAY,0.0,,0
MAY,27.07694553949482,359.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,18.417844246020227,5484.0,1
MAY,0.0,0.0,0
MAY,-34.09772446639619,1094.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,22.637260472083064,9.0,1
MAY,-14.046370637391442,367.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,-43.67257331033401,0.0,0
MAY,0.0,0.0,0
MAY,2.902127851411054,,0
MAY,0.0,-354.0,0
MAY,25.786269033779725,726.0,1
MAY,22.782271885925816,1096.0,1
MAY,0.0,-354.0,0
MAY,0.0,1458.0,1
MAY,0.0,-1.0,0
MAY,-27.57542339503742,731.0,1
MAY,0.0,-354.0,0
MAY,-6.4188235992931535,356.0,1
MAY,0.5609529441581375,364.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,1458.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,4.587381625876281,727.0,1
MAY,-1.7762226555196492,0.0,0
MAY,-10.85731190832088,727.0,1
MAY,0.0,,0
MAY,0.0,4.0,1
MAY,0.0,365.0,1
MAY,0.0,,0
MAY,0.0,11.0,1
MAY,0.0,6.0,1
MAY,0.0,1097.0,1
MAY,0.0,,0
MAY,47.04957407981765,1090.0,1
MAY,0.0,729.0,1
MAY,0.0,,0
MAY,0.0,732.0,1
MAY,0.0301333933171788,2188.0,1
MAY,0.0,729.0,1
MAY,6.704536520166683,,0
MAY,0.0,0.0,0
MAY,6.44798199067375,724.0,1
MAY,0.0,2.0,1
MAY,0.0,1096.0,1
MAY,-2.1460040740916204,366.0,1
MAY,0.0,0.0,0
MAY,0.0,-1.0,0
MAY,0.0,373.0,1
MAY,-28.259841639657147,0.0,0
MAY,0.0,725.0,1
MAY,0.0,-365.0,0
MAY,-24.481360782131784,7.0,1
MAY,0.0,5.0,1
MAY,0.0,7.0,1
MAY,0.0,,0
MAY,0.0,1103.0,1
MAY,0.0,728.0,1
MAY,0.0,365.0,1
MAY,0.0,1093.0,1
MAY,0.0,1097.0,1
MAY,0.0,,0
MAY,0.0,365.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,23.86423666138405,367.0,1
MAY,0.0,729.0,1
MAY,7.824579194301733e-05,,0
MAY,0.0,730.0,1
MAY,0.0,1090.0,1
MAY,17.15818959560174,2555.0,1
MAY,-8.322992015935432e-05,,0
MAY,0.0,0.0,0
MAY,0.0,1098.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,0.0,1826.0,1
MAY,0.0,1098.0,1
MAY,0.0,9.0,1
MAY,0.0,1094.0,1
MAY,0.0,1456.0,1
MAY,-29.28998396267678,0.0,0
MAY,0.0,,0
MAY,-11.884623725872917,368.0,1
MAY,0.0,361.0,1
MAY,0.0,,0
MAY,-22.41077954682684,368.0,1
MAY,0.0,,0
MAY,-24.783267034518158,738.0,1
MAY,0.0,0.0,0
MAY,0.0,1092.0,1
MAY,0.0,0.0,0
MAY,0.0,1.0,1
MAY,38.02338352888038,0.0,0
MAY,2.055586363764523,4745.0,1
MAY,2.974912451920313,0.0,0
MAY,0.0,2.0,1
MAY,0.0,0.0,0
MAY,0.0,5.0,1
MAY,0.0,,0
MAY,-0.883069427527405,365.0,1
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,0.0,726.0,1
MAY,12.323060573857603,0.0,0
MAY,0.0,727.0,1
MAY,-0.0052416788348449,728.0,1
MAY,-2.5450010112586834,360.0,1
MAY,0.0,365.0,1
MAY,21.16700294533734,372.0,1
MAY,0.0,0.0,0
MAY,0.0,1107.0,1
MAY,0.0,0.0,0
MAY,0.7814086361058301,728.0,1
MAY,0.0,0.0,0
MAY,68.25424578335723,1093.0,1
MAY,0.0,360.0,1
MAY,0.0,0.0,0
MAY,0.0,1455.0,1
MAY,-1.7043478260869551,731.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,366.0,1
MAY,20.98747422880927,2189.0,1
MAY,-15.385268881148589,-730.0,0
MAY,0.0,1828.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,-8.637600455609698,1832.0,1
MAY,0.0,2192.0,1
MAY,0.0,5.0,1
MAY,72.33311406990723,1832.0,1
MAY,23.473374975043495,2922.0,1
MAY,3.1782040339607334,2555.0,1
MAY,0.0,,0
MAY,-7.035231178153614,372.0,1
MAY,0.0,735.0,1
MAY,0.0,,0
MAY,0.0,731.0,1
MAY,0.0,359.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,361.0,1
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,97.93792645371656,1823.0,1
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,359.0,1
MAY,0.0,6.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,0.0,5.0,1
MAY,-8.008990046733963,7.0,1
MAY,4.427307175457931,3.0,1
MAY,0.0,360.0,1
MAY,0.0,368.0,1
MAY,0.0,0.0,0
MAY,59.929588607594944,1463.0,1
MAY,0.0,734.0,1
MAY,0.0,9.0,1
MAY,0.0,366.0,1
MAY,18.207877461706797,365.0,1
MAY,3.251599726226813,361.0,1
MAY,0.0,722.0,1
MAY,0.0,6.0,1
MAY,0.0,0.0,0
MAY,0.0061519532451497,367.0,1
MAY,0.0,362.0,1
MAY,0.0,3.0,1
MAY,0.0,370.0,1
MAY,-6.501704466023586,361.0,1
MAY,18.85057471264368,3.0,1
MAY,18.081914030819146,0.0,0
MAY,0.0,726.0,1
MAY,0.0,1101.0,1
MAY,0.0,4.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,0.0,363.0,1
MAY,0.0,731.0,1
MAY,19.79758904323701,3286.0,1
MAY,-1.5965455526831638,373.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,0.0,9.0,1
MAY,6.198128200600393,2193.0,1
MAY,30.1855354167448,1090.0,1
MAY,8.90072403230297,720.0,1
MAY,0.0,1093.0,1
MAY,0.0,,0
MAY,4.983306795418356,3.0,1
MAY,0.0,1094.0,1
MAY,-5.867131389945078,734.0,1
MAY,0.8239479037628848,730.0,1
MAY,0.0,6.0,1
MAY,30.95311907960457,732.0,1
MAY,12.923700202565833,1100.0,1
MAY,0.0,733.0,1
MAY,0.0,369.0,1
MAY,4.61489589049008,734.0,1
MAY,3.541999442204819,7.0,1
MAY,0.0,731.0,1
MAY,20.789624698726044,356.0,1
MAY,84.23566509773006,1457.0,1
MAY,0.0,,0
MAY,102.71012006861064,5111.0,1
MAY,0.0,366.0,1
MAY,9.703327323389605,4.0,1
MAY,0.0,1092.0,1
MAY,26.74595842956121,0.0,0
MAY,12.92684293425141,358.0,1
MAY,0.0,0.0,0
MAY,16.863228304875907,736.0,1
MAY,0.0,,0
MAY,0.0,365.0,1
MAY,0.0,373.0,1
MAY,32.87451361867705,0.0,0
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,0.0,1462.0,1
MAY,3.672843344525977,724.0,1
MAY,0.0,359.0,1
MAY,-3.857612726295354,369.0,1
MAY,-11.098992750368904,725.0,1
MAY,0.0,0.0,0
MAY,0.0,727.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,2.0229865853573603,361.0,1
MAY,0.0,2554.0,1
MAY,12.916810359482987,732.0,1
MAY,-0.0002126780203692,,0
MAY,17.27852348993289,736.0,1
MAY,0.0,,0
MAY,-27.84755305326982,,0
MAY,-0.0597914474313594,1093.0,1
MAY,0.0,,0
MAY,32.30625689162826,736.0,1
MAY,7.629162550124949,731.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,21.04247482465421,735.0,1
MAY,8.842654509279454,722.0,1
MAY,0.0,731.0,1
MAY,1.4416070977084203,,0
MAY,14.415936705283974,739.0,1
MAY,0.0,0.0,0
MAY,-0.2748470609096593,727.0,1
MAY,0.0,6.0,1
MAY,17.85342455566297,1827.0,1
MAY,-7.615200478755237,0.0,0
MAY,0.0,732.0,1
MAY,11.77802120357886,732.0,1
MAY,0.0,0.0,0
MAY,0.0,1818.0,1
MAY,-3.0534119219784928,361.0,1
MAY,0.0,3.0,1
MAY,-1.6708105420188888,370.0,1
MAY,0.0,0.0,0
MAY,2.441367499947789,367.0,1
MAY,0.0,729.0,1
MAY,0.0,1468.0,1
MAY,0.0,0.0,0
MAY,0.0,369.0,1
MAY,-0.0001703876489376,,0
MAY,0.0,370.0,1
MAY,3.8679184618352616,1823.0,1
MAY,5.240480422254535,0.0,0
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,0.0,364.0,1
MAY,11.515475306517928,364.0,1
MAY,0.8896766082279856,4743.0,1
MAY,0.0,726.0,1
MAY,0.9912996471645276,1096.0,1
MAY,0.0,0.0,0
MAY,-0.1960870714726329,366.0,1
MAY,6.7338868101887845,4753.0,1
MAY,0.0,0.0,0
MAY,6.509699392862436,727.0,1
MAY,13.326275392046592,3.0,1
MAY,0.0,2199.0,1
MAY,7.342779073079645,,0
MAY,0.0,,0
MAY,0.0,,0
MAY,0.0,356.0,1
MAY,23.748538011695917,725.0,1
MAY,-40.254891223179165,0.0,0
MAY,24.05684328530449,364.0,1
MAY,-0.8425778801440215,10.0,1
MAY,-5.737002670798905,731.0,1
MAY,0.0,,0
MAY,0.0,2201.0,1
MAY,0.0,,0
MAY,-29.049897470950103,732.0,1
MAY,0.0,,0
MAY,447.2237327406846,1460.0,1
MAY,0.0,360.0,1
MAY,-8.114139441773451,722.0,1
MAY,0.0,,0
MAY,49.83695685675013,1826.0,1
MAY,14.975121852152723,1090.0,1
MAY,0.0,,0
MAY,18.80689996106413,1461.0,1
MAY,0.0,,0
MAY,11.737456964914328,1095.0,1
MAY,0.0,,0
MAY,70.8338537113359,1826.0,1
MAY,-0.7793428778782119,365.0,1
MAY,0.0,,0
MAY,316.4546937313208,2192.0,1
MAY,0.0,,0
MAY,22.210210974041583,736.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,79.00570613409414,2548.0,1
MAY,0.0,363.0,1
MAY,7.429305912596402,366.0,1
MAY,0.0,1094.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,0.0,,0
MAY,-10.022821736877498,1467.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,0.0,,0
MAY,16.196583182318054,368.0,1
MAY,0.0,360.0,1
MAY,0.0,365.0,1
MAY,-35.69526455945352,365.0,1
MAY,43.2844827586207,2189.0,1
MAY,-60.68900949796473,1451.0,1
MAY,0.0,0.0,0
MAY,5.431256399705243,1092.0,1
MAY,0.0,5.0,1
MAY,-61.67523469640016,1104.0,1
MAY,-2.110575820142238,2548.0,1
MAY,0.0,,0
MAY,-81.43339232067163,1464.0,1
MAY,0.0,,0
MAY,0.0,5.0,1
MAY,0.0,,0
MAY,-77.96716819727756,1101.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,-31.174032178739548,731.0,1
MAY,0.0,,0
MAY,-39.40827003221706,,0
MAY,9.47996918335901,736.0,1
MAY,0.0,363.0,1
MAY,79.61859399978785,2192.0,1
MAY,0.0,0.0,0
MAY,36.89239212508518,734.0,1
MAY,0.0,0.0,0
MAY,108.53718707800977,2548.0,1
MAY,-2.095043886869413,363.0,1
MAY,0.0,0.0,0
MAY,151.57979604860589,2548.0,1
MAY,0.0,0.0,0
MAY,-29.81807937263016,729.0,1
MAY,0.0,-7.0,0
MAY,61.2714829543343,2548.0,1
MAY,0.0,0.0,0
MAY,-11.285449030665792,720.0,1
MAY,0.0,1452.0,1
MAY,0.0,,0
MAY,0.0,362.0,1
MAY,-5.272004188212395,368.0,1
MAY,21.3042628079781,734.0,1
MAY,0.0,363.0,1
MAY,-0.8939682307298339,364.0,1
MAY,0.0,0.0,0
MAY,0.0,735.0,1
MAY,-14.700442750658532,0.0,0
MAY,30.012368550395085,1092.0,1
MAY,9.154417115412594,1459.0,1
MAY,0.0,,0
MAY,-0.65143632662294,0.0,0
MAY,0.0,,0
MAY,5.705064062535261,1460.0,1
MAY,66.05539240219454,2548.0,1
MAY,0.0,0.0,0
MAY,0.0,732.0,1
MAY,77.44949954630535,3281.0,1
MAY,19.45374362268533,729.0,1
MAY,0.0,,0
MAY,3.2180804335161186,734.0,1
MAY,132.5864386566003,2551.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,129.82545126117515,2548.0,1
MAY,-1.5038470505945478,364.0,1
MAY,0.0,,0
MAY,-0.9747054954254591,727.0,1
MAY,25.72027817639916,2557.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,0.0,356.0,1
MAY,0.0,,0
MAY,0.7056272152001187,364.0,1
MAY,0.0,725.0,1
MAY,269.7389577225007,2551.0,1
MAY,0.0,,0
MAY,-1.1041555786467916,0.0,0
MAY,0.0,,0
MAY,478.4662265109192,2551.0,1
MAY,0.0,,0
MAY,38.471334782513225,731.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,599.52007602756,2192.0,1
MAY,0.0,,0
MAY,1.4238530810303591,6.0,1
MAY,0.0,,0
MAY,0.0,359.0,1
MAY,3.0906926502358933,0.0,0
MAY,-9.413975501113583,358.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,-11.01542673016054,732.0,1
MAY,81.4774460666812,361.0,1
MAY,0.0,,0
MAY,0.0,738.0,1
MAY,81.47987466859486,368.0,1
MAY,0.0,361.0,1
MAY,12.809742370843932,2191.0,1
MAY,0.0,726.0,1
MAY,20.958295466020395,,0
MAY,0.0,367.0,1
MAY,0.0,0.0,0
MAY,14.445011048784623,365.0,1
MAY,0.0,7.0,1
MAY,0.0,5.0,1
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,30.58495007236948,2185.0,1
MAY,-18.25746896457642,732.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,0.0,2193.0,1
MAY,0.0,,0
MAY,-6.523638360541159,728.0,1
MAY,0.0,,0
MAY,0.5232588561561404,731.0,1
MAY,47.41185990058952,1456.0,1
MAY,0.0,,0
MAY,0.0,2194.0,1
MAY,41.420748402798914,10.0,1
MAY,0.0,372.0,1
MAY,-7.052970441908103,733.0,1
MAY,-46.43219840718371,,0
MAY,0.0,0.0,0
MAY,18.87924470839044,1096.0,1
MAY,1.5615988642917396,11.0,1
MAY,-9.599201755514247,736.0,1
MAY,0.0,-730.0,0
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,0.0,11.0,1
MAY,39.566899227523976,734.0,1
MAY,0.0,370.0,1
MAY,0.0,,0
MAY,6.205669272744134,735.0,1
MAY,0.0,366.0,1
MAY,0.0,1463.0,1
MAY,0.0,369.0,1
MAY,0.0,-1.0,0
MAY,0.0,0.0,0
MAY,1.8619465999700675,,0
MAY,0.0,,0
MAY,26.59193343349128,369.0,1
MAY,2.1001216985166096,734.0,1
MAY,13.317764916912026,3291.0,1
MAY,0.0,364.0,1
MAY,0.0,367.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,0.0,2553.0,1
MAY,0.0,2552.0,1
MAY,0.0,0.0,0
MAY,0.0,9.0,1
MAY,26.038914557167946,359.0,1
MAY,6.41916605705926,0.0,0
MAY,0.0,1464.0,1
MAY,0.0,367.0,1
MAY,0.0060261131570082,367.0,1
MAY,31.024888516217548,731.0,1
MAY,0.0,,0
MAY,14.537610747582368,1463.0,1
MAY,36.01700412130404,736.0,1
MAY,0.0,364.0,1
MAY,0.0,0.0,0
MAY,60.51870762676042,2551.0,1
MAY,43.837788853647496,1097.0,1
MAY,0.0,0.0,0
MAY,-3.830385991731223,727.0,1
MAY,37.3190441208245,2556.0,1
MAY,0.0,367.0,1
MAY,0.0,0.0,0
MAY,18.848610226433596,731.0,1
MAY,-11.973506526911455,1099.0,1
MAY,7.254995242626079,2555.0,1
MAY,13.283740701381507,,0
MAY,-10.97234843567441,734.0,1
MAY,4.213371360350196,1453.0,1
MAY,55.71563875424814,1096.0,1
MAY,27.34734121221004,2554.0,1
MAY,0.0,727.0,1
MAY,43.837788853647496,736.0,1
MAY,28.363582504471868,2187.0,1
MAY,0.0,10.0,1
MAY,0.0,726.0,1
MAY,-74.50319795751848,2920.0,1
MAY,0.0,357.0,1
MAY,0.0,0.0,0
MAY,-11.167329011972123,732.0,1
MAY,0.0,731.0,1
MAY,-89.47398126199346,1101.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,0.0,,0
MAY,-1.5284526064399198,2185.0,1
MAY,-31.689782054910843,0.0,0
MAY,0.0,0.0,0
MAY,-11.815240736209658,1099.0,1
MAY,0.0,0.0,0
MAY,3.952123507473479,367.0,1
MAY,6.527370790334228,371.0,1
MAY,-1.9238088647451652,730.0,1
MAY,0.0,1461.0,1
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,0.0,367.0,1
MAY,0.0,0.0,0
MAY,0.0,6.0,1
MAY,-31.864040355512856,365.0,1
MAY,0.0,368.0,1
MAY,0.0,368.0,1
MAY,0.0,1099.0,1
MAY,15.032953105196452,1463.0,1
MAY,-4.950456195428227,368.0,1
MAY,10.026411566632484,722.0,1
MAY,0.0,372.0,1
MAY,1.953016926985096,1828.0,1
MAY,0.0,364.0,1
MAY,0.0,1463.0,1
MAY,0.0,1.0,1
MAY,-9.3307172443863,356.0,1
MAY,0.0,1461.0,1
