MINISTRY,SECTOR,STATE,AGENCY,ORIGINAL_COST_RS_CRORE,CUMULATIVE_EXPENDITURE_RS_CRORE,PHYSICAL_PROGRESS_PERCENT,ORIGINAL_DURATION_DAYS,PROGRESS_CHANGE,EXPENDITURE_CHANGE,COST_OVERRUN_PCT
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,445.76,18.32,13.33,729.0,2.5299999999999994,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,445.76,18.32,9.39,729.0,-3.9399999999999995,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,445.76,18.32,9.22,729.0,-0.16999999999999993,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,423.48,184.83,77.85,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,423.48,184.83,77.77,730.0,-0.0799999999999983,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,423.48,160.07,76.92,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,423.48,160.2,77.34,730.0,0.4200000000000017,0.12999999999999545,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,244.54,0.0,99.96,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,244.54,0.0,99.96,730.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,197.0,0.0,92.74,729.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,197.0,0.0,92.74,729.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,423.15,0.0,0.0,1096.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,423.15,0.0,0.0,1096.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,MORTH,568.12,303.13,98.63,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,MORTH,568.12,303.13,98.63,731.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,MORTH,495.16,0.38,39.0,725.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,MORTH,495.16,0.0,37.0,725.0,-2.0,-0.38,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,MORTH,495.16,0.0,33.0,725.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,MORTH,495.16,0.0,36.0,725.0,3.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,166.58,35.33,40.0,372.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,166.58,46.69,65.0,372.0,25.0,11.36,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,166.58,42.48,65.0,372.0,0.0,-4.210000000000001,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,166.58,35.33,65.0,372.0,0.0,-7.149999999999999,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,785.79,6.15,0.0,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,785.79,6.15,0.0,730.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,785.79,0.0,0.0,730.0,0.0,-6.15,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,957.09,288.23,60.21,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,957.09,288.15,60.21,730.0,0.0,-0.08000000000004093,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,957.09,248.13,0.0,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,957.09,248.81,60.21,730.0,60.21,0.6800000000000068,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,761.83,0.0,15.0,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,761.83,0.0,15.0,730.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,761.83,0.0,15.0,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,761.83,0.0,15.0,730.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,1084.29,1.71,0.0,1096.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,1084.29,0.0,0.0,1096.0,0.0,-1.71,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,1084.29,0.0,0.0,1096.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,488.6,0.0,96.19,729.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,488.6,0.0,96.19,729.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,488.6,0.0,96.19,729.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,488.6,0.0,96.19,729.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,653.46,7.34,98.08,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,653.46,7.34,98.08,730.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,653.46,7.33,98.08,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,653.46,7.33,98.08,730.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,157.62,0.0,68.93,371.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,157.62,0.0,68.93,371.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,157.62,0.0,68.93,371.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,157.62,0.0,68.93,371.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,396.17,85.57,70.8,371.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,396.17,99.7,76.2,371.0,5.400000000000006,14.13000000000001,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,396.17,95.2,76.2,371.0,0.0,-4.5,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,396.17,85.57,73.05,371.0,-3.1500000000000057,-9.63000000000001,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,492.66,0.0,69.25,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,492.66,0.0,73.5,731.0,4.25,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,492.66,0.0,73.5,731.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,492.66,0.0,72.1,731.0,-1.4000000000000057,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,348.06,0.0,68.41000000000001,725.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,348.06,79.84,79.0,725.0,10.58999999999999,79.84,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,348.06,0.0,79.0,725.0,0.0,-79.84,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,348.06,0.0,68.7,725.0,-10.299999999999997,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,416.96,0.0,13.11,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,416.96,0.0,16.520000000000003,731.0,3.4100000000000037,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,416.96,0.0,15.49,731.0,-1.030000000000003,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,416.96,0.0,13.11,731.0,-2.380000000000001,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ASSAM,MORTH,382.1,25.58,0.0,724.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ASSAM,MORTH,382.1,28.96,6.7,724.0,6.7,3.3800000000000026,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ASSAM,MORTH,382.1,26.05,6.3,724.0,-0.40000000000000036,-2.91,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ASSAM,MORTH,382.1,25.58,5.24,724.0,-1.0599999999999996,-0.4700000000000024,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ASSAM,MORTH,1019.17,0.0,1.82,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ASSAM,MORTH,1019.17,0.0,3.25,730.0,1.43,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ASSAM,MORTH,1019.17,0.0,3.25,730.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ASSAM,MORTH,1019.17,0.0,2.41,730.0,-0.8399999999999999,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,MORTH,839.98,355.56,99.45,734.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,MORTH,839.98,355.56,99.45,734.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,2008.7,0.0,5.0,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,2008.7,0.0,20.0,730.0,15.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,2008.7,0.0,18.0,730.0,-2.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,2008.7,0.0,12.0,730.0,-6.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,809.25,167.84,59.5,372.0,,,-25.463083101637313
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,809.25,0.0,59.0,372.0,-0.5,-167.84,-25.463083101637313
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,809.25,0.0,57.99999999999999,372.0,,,-25.463083101637313
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,809.25,0.0,59.0,372.0,1.000000000000007,0.0,-25.463083101637313
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,1141.67,0.0,100.0,731.0,,,1.3699230075240545
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,1141.67,0.0,91.0,731.0,-9.0,0.0,1.3699230075240545
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,1141.67,0.0,85.0,731.0,,,1.3699230075240545
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,1141.67,0.0,86.0,731.0,1.0,0.0,1.3699230075240545
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,1156.72,0.0,100.0,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,1156.72,0.0,98.0,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,1156.72,0.0,100.0,730.0,2.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,697.66,0.04,100.0,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,697.66,0.04,100.0,731.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,697.66,0.04,99.0,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,697.66,0.04,100.0,731.0,1.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,264.86,0.0,93.0,365.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,264.86,0.0,93.0,365.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,917.91,134.41,56.00000000000001,731.0,,,5.162815526576678
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,917.91,134.41,56.00000000000001,731.0,0.0,0.0,5.162815526576678
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,917.91,128.0,56.00000000000001,731.0,,,5.162815526576678
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,917.91,128.0,56.00000000000001,731.0,0.0,0.0,5.162815526576678
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,640.18,270.82,98.0,731.0,,,-5.845231028773152
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,640.18,265.25,97.68,731.0,-0.3199999999999932,-5.569999999999993,-5.845231028773152
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,640.18,239.2,95.98,731.0,,,-5.845231028773152
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,MORTH,640.18,242.32,96.79,731.0,0.8100000000000023,3.1200000000000045,-5.845231028773152
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,214.07,0.0,40.3,372.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,214.07,38.07,46.33,372.0,6.030000000000001,38.07,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,214.07,0.0,41.59,372.0,-4.739999999999995,-38.07,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,214.07,0.0,40.3,372.0,-1.2900000000000063,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,352.69,0.0,47.29,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,352.69,98.96,57.26,731.0,9.969999999999999,98.96,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,352.69,0.0,57.26,731.0,0.0,-98.96,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,MORTH,352.69,0.0,47.29,731.0,-9.969999999999999,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,341.8,208.25,82.0,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,341.8,0.0,82.0,730.0,0.0,-208.25,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,341.8,0.0,82.0,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,341.8,0.0,82.0,730.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,381.77,0.0,83.93,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,381.77,0.0,83.93,730.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,381.77,0.0,83.93,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,381.77,0.0,83.93,730.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,226.58,0.0,100.0,371.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,226.58,0.0,100.0,371.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,226.58,0.0,100.0,371.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,226.58,0.0,100.0,371.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,428.8,0.0,93.46,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,428.8,0.0,93.46,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,428.8,0.0,93.46,731.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,349.08,0.0,21.6,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,349.08,39.95,35.45,730.0,13.850000000000001,39.95,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,349.08,25.6,35.45,730.0,0.0,-14.350000000000001,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,349.08,0.0,21.6,730.0,-13.850000000000001,-25.6,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,227.19,5.78,95.29,371.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,227.19,0.0,95.29,371.0,0.0,-5.78,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,227.19,0.0,99.15,371.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,227.19,0.0,95.29,371.0,-3.8599999999999994,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,162.67,0.0,72.0,725.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,162.67,0.0,72.0,725.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,162.67,0.0,72.0,725.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,162.67,0.0,72.0,725.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,181.58,0.0,93.01,725.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,181.58,0.0,97.0,725.0,3.989999999999995,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,181.58,0.0,93.01,725.0,-3.989999999999995,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,223.46,0.0,89.08,371.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,223.46,0.0,89.08,371.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,223.46,0.0,89.08,371.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,223.46,0.0,89.08,371.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,153.79,0.0,98.0,372.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,MORTH,153.79,0.0,98.0,372.0,0.0,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,499.88,187.35,63.44,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,499.88,207.08,68.89999999999999,731.0,5.459999999999994,19.730000000000018,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,499.88,197.25,66.67999999999999,731.0,-2.219999999999999,-9.830000000000013,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,499.88,187.35,64.11,731.0,-2.569999999999993,-9.900000000000006,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,399.01,0.0,66.03999999999999,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,399.01,146.04,70.6,731.0,4.560000000000002,146.04,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,399.01,0.0,69.6,731.0,-1.0,-146.04,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,MORTH,399.01,0.0,66.03999999999999,731.0,-3.5600000000000023,0.0,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,313.56,0.0,46.52,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,313.56,160.08,65.0,731.0,18.479999999999997,160.08,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,313.56,151.04,65.0,731.0,0.0,-9.04000000000002,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,313.56,0.0,65.0,731.0,0.0,-151.04,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,MORTH,394.95,0.0,0.0,730.0,,,0.0
