PROJECT_ID,MINISTRY,SECTOR,STATE,AGENCY,ORIGINAL_COST_RS_CRORE,CUMULATIVE_EXPENDITURE_RS_CRORE,PHYSICAL_PROGRESS_PERCENT,START_DATE,ORIGINAL_TARGET_DOC,PROGRESS_CHANGE,EXPENDITURE_CHANGE
617272.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,MADHYA PRADESH,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],370.0,114.7,45.55,2024-01-06,2026-01-12,10.519999999999996,0.0
617272.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,MADHYA PRADESH,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],370.0,129.5,52.14,2024-01-06,2026-01-12,6.590000000000003,14.799999999999997
617272.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,MADHYA PRADESH,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],370.0,148.0,55.26,2024-01-06,2026-01-12,3.1199999999999974,18.5
617278.0,MINISTRY OF COAL,COAL,MAHARASHTRA,WESTERN COALFIELDS LIMITED [WCL],630.37,0.61,0.35,2025-01-02,2030-01-03,,
617278.0,MINISTRY OF COAL,COAL,MAHARASHTRA,WESTERN COALFIELDS LIMITED [WCL],630.37,0.61,0.38,2025-01-02,2030-01-03,0.030000000000000027,0.0
617278.0,MINISTRY OF COAL,COAL,MAHARASHTRA,WCL - CIL,630.37,0.61,0.4,2025-01-02,2030-01-03,0.020000000000000018,0.0
617278.0,MINISTRY OF COAL,COAL,MAHARASHTRA,WCL - CIL,630.37,0.61,0.4,2025-01-02,2030-01-03,0.0,0.0
617279.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,MADHYA PRADESH,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],558.0,50.22,9.75,2025-01-06,2027-01-12,,
617279.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,MADHYA PRADESH,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],558.0,50.22,13.320000000000002,2025-01-06,2027-01-12,3.570000000000002,0.0
617279.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,MADHYA PRADESH,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],558.0,180.9,15.11,2025-01-06,2027-01-12,1.7899999999999974,130.68
617279.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,MADHYA PRADESH,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],558.0,180.9,18.47,2025-01-06,2027-01-12,3.3599999999999994,0.0
617280.0,MINISTRY OF MINES,CONSTRUCTION,WEST BENGAL,CENTRAL PUBLIC WORKS DEPARTMENT [CPWD],255.37,98.92,64.0,2020-01-02,2026-01-08,,
617280.0,MINISTRY OF MINES,CONSTRUCTION,WEST BENGAL,CENTRAL PUBLIC WORKS DEPARTMENT [CPWD],255.37,98.92,64.0,2020-01-02,2026-01-08,0.0,0.0
617280.0,MINISTRY OF MINES,CONSTRUCTION,WEST BENGAL,CENTRAL PUBLIC WORKS DEPARTMENT [CPWD],255.37,98.92,64.0,2020-01-02,2026-01-08,0.0,0.0
617280.0,MINISTRY OF MINES,CONSTRUCTION,WEST BENGAL,CENTRAL PUBLIC WORKS DEPARTMENT [CPWD],255.37,98.94,64.0,2020-01-02,2026-01-08,0.0,0.01999999999999602
617284.0,MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,NORTH CENTRAL RAILWAY,1423.96,123.09,17.0,2025-01-01,2028-01-03,,
617284.0,MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,NORTH CENTRAL RAILWAY,1423.96,151.57,18.5,2025-01-01,2028-01-03,1.5,28.47999999999999
617284.0,MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,NORTH CENTRAL RAILWAY,1423.96,151.57,18.5,2025-01-01,2028-01-03,0.0,0.0
617287.0,MINISTRY OF COAL,COAL,CHHATTISGARH,SECL - CIL,4516.88,817.06,22.0,2024-01-11,2030-01-03,,
617287.0,MINISTRY OF COAL,COAL,CHHATTISGARH,SECL - CIL,4516.88,834.14,23.75,2024-01-11,2030-01-03,1.75,17.08000000000004
617287.0,MINISTRY OF COAL,COAL,CHHATTISGARH,SECL - CIL,4516.88,837.14,23.75,2024-01-11,2030-01-03,0.0,3.0
617287.0,MINISTRY OF COAL,COAL,CHHATTISGARH,SECL - CIL,4516.88,847.19,23.75,2024-01-11,2030-01-03,0.0,10.050000000000068
617288.0,MINISTRY OF COAL,COAL,CHHATTISGARH,SOUTH EASTERN COALFIELDS LIMITED [SECL],382.61,116.09,21.29,2025-01-01,2029-01-03,,
617288.0,MINISTRY OF COAL,COAL,CHHATTISGARH,SOUTH EASTERN COALFIELDS LIMITED [SECL],382.61,135.58,21.29,2025-01-01,2029-01-03,0.0,19.49000000000001
617288.0,MINISTRY OF COAL,COAL,CHHATTISGARH,SECL - CIL,382.61,138.83,21.29,2025-01-01,2029-01-03,0.0,3.25
617288.0,MINISTRY OF COAL,COAL,CHHATTISGARH,SECL - CIL,382.61,138.87,21.29,2025-01-01,2029-01-03,0.0,0.03999999999999204
617299.0,MINISTRY OF COAL,ELECTRICITY GENERATION,GUJARAT,NLC INDIA LIMITED [NLCIL],383.84,328.56,51.0,2024-01-01,2025-01-06,,
617299.0,MINISTRY OF COAL,ELECTRICITY GENERATION,GUJARAT,NLC INDIA LIMITED [NLCIL],383.84,329.59,52.0,2024-01-01,2025-01-06,1.0,1.0299999999999727
617299.0,MINISTRY OF COAL,ELECTRICITY GENERATION,GUJARAT,NLC INDIA LIMITED,383.84,328.54,52.0,2024-01-01,2025-01-06,0.0,-1.0499999999999545
617299.0,MINISTRY OF COAL,ELECTRICITY GENERATION,GUJARAT,NLC INDIA LIMITED,383.84,333.34,52.0,2024-01-01,2025-01-06,0.0,4.7999999999999545
617302.0,MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,WEST BENGAL,MINISTRY OF PETROLEUM & NATURAL GAS,1740.0,2363.6,94.7,2017-01-03,2020-01-12,,
617302.0,MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,WEST BENGAL,MINISTRY OF PETROLEUM & NATURAL GAS,1740.0,2370.4,95.0,2017-01-03,2020-01-12,0.29999999999999716,6.800000000000182
617302.0,MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,WEST BENGAL,MINISTRY OF PETROLEUM & NATURAL GAS,1740.0,2375.1,95.2,2017-01-03,2020-01-12,0.20000000000000284,4.699999999999818
617302.0,MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,WEST BENGAL,GAS AUTHORITY OF INDIA LIMITED [GAIL],1740.0,2380.8,95.7,2017-01-03,2020-01-12,0.5,5.700000000000273
617304.0,MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,BIHAR,MINISTRYOFPETROLEUMNATURALGAS,340.15,167.24,51.0,2023-01-10,2027-01-03,,
617304.0,MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,BIHAR,MINISTRYOFPETROLEUMNATURALGAS,340.15,172.18,53.0,2023-01-10,2027-01-03,2.0,4.939999999999998
617304.0,MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,BIHAR,MINISTRYOFPETROLEUMNATURALGAS,340.15,179.55,55.00000000000001,2023-01-10,2027-01-03,2.000000000000007,7.3700000000000045
617304.0,MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,BIHAR,BHARAT PETROLEUM CORPORATION LIMITED [BPCL],340.15,186.21,56.00000000000001,2023-01-10,2027-01-03,1.0,6.659999999999997
617326.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,JHARKHAND,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],1842.25,1648.05,96.0,2012-01-02,2026-01-03,,
617326.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,JHARKHAND,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],1842.25,1648.05,96.2,2012-01-02,2026-01-03,0.20000000000000284,0.0
617326.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,JHARKHAND,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],1842.25,1648.05,96.3,2012-01-02,2026-01-03,0.09999999999999432,0.0
617326.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,JHARKHAND,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],1842.25,1648.05,96.4,2012-01-02,2026-01-03,0.10000000000000853,0.0
617327.0,MINISTRY OF HOUSING & URBAN AFFAIRS,URBAN PUBLIC TRANSPORT,MAHARASHTRA,MAHARASHTRA METRO RAIL CORPORATION LIMITED [MMRCL],12200.1,81.63,8.25,2024-01-09,2029-01-09,,
617327.0,MINISTRY OF HOUSING & URBAN AFFAIRS,URBAN PUBLIC TRANSPORT,MAHARASHTRA,MAHARASHTRA METRO RAIL CORPORATION LIMITED [MMRCL],12200.1,83.69,8.74,2024-01-09,2029-01-09,0.4900000000000002,2.0600000000000023
617327.0,MINISTRY OF HOUSING & URBAN AFFAIRS,URBAN PUBLIC TRANSPORT,MAHARASHTRA,MAHARASHTRA METRO RAIL CORPORATION LIMITED [MMRCL],12200.1,95.64,9.49,2024-01-09,2029-01-09,0.75,11.950000000000003
617327.0,MINISTRY OF HOUSING & URBAN AFFAIRS,URBAN PUBLIC TRANSPORT,MAHARASHTRA,MAHARASHTRA METRO RAIL CORPORATION LIMITED [MMRCL],12200.1,101.17,10.04,2024-01-09,2029-01-09,0.5499999999999989,5.530000000000001
617333.0,MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,EAST CENTRAL RAILWAY [ECR] - I,199.96,5.19,0.5,2024-01-05,2027-01-02,,
617333.0,MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,EAST CENTRAL RAILWAY [ECR] - I,199.96,7.67,0.6,2024-01-05,2027-01-02,0.09999999999999998,2.4799999999999995
617333.0,MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,EAST CENTRAL RAILWAY [ECR] - I,199.96,7.67,0.6,2024-01-05,2027-01-02,0.0,0.0
617333.0,MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (BIHAR, UTTAR PRADESH)",CAO/CON/SOUTH/MHX ECR MOR,199.96,64.04,0.0,2024-01-06,2027-01-02,-0.6,56.370000000000005
617338.0,MINISTRY OF STEEL,STEEL,WEST BENGAL,STEEL AUTHORITY OF INDIA LIMITED [SAIL],2518.39,375.65,22.5,2025-01-02,2028-01-07,,
617338.0,MINISTRY OF STEEL,STEEL,WEST BENGAL,STEEL AUTHORITY OF INDIA LIMITED [SAIL],2518.39,389.09,23.6,2025-01-02,2028-01-07,1.1000000000000014,13.439999999999998
617338.0,MINISTRY OF STEEL,STEEL,WEST BENGAL,STEEL AUTHORITY OF INDIA LIMITED [SAIL],2518.39,415.31,26.700000000000003,2025-01-02,2028-01-07,3.1000000000000014,26.220000000000027
617338.0,MINISTRY OF STEEL,STEEL,WEST BENGAL,STEEL AUTHORITY OF INDIA LIMITED [SAIL],2518.39,472.41,27.66,2025-01-02,2028-01-07,0.9599999999999973,57.10000000000002
617345.0,MINISTRY OF RAILWAYS,RAILWAYS,WEST BENGAL,SOUTH EASTERN RAILWAY - JH,226.87,86.69,50.0,2024-01-12,2026-01-10,,
617345.0,MINISTRY OF RAILWAYS,RAILWAYS,WEST BENGAL,SOUTH EASTERN RAILWAY - JH,226.87,86.69,50.0,2024-01-12,2026-01-10,0.0,0.0
617345.0,MINISTRY OF RAILWAYS,RAILWAYS,WEST BENGAL,SOUTH EASTERN RAILWAY - JH,226.87,86.69,50.0,2024-01-12,2026-01-10,0.0,0.0
617361.0,MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRALRAILWAY,362.81,0.48,0.0,2024-01-10,2028-01-03,,
617361.0,MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRALRAILWAY,362.81,0.48,0.0,2024-01-10,2028-01-03,0.0,0.0
617361.0,MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRALRAILWAY,362.81,0.48,0.0,2024-01-10,2028-01-03,0.0,0.0
617364.0,MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRALRAILWAY,338.33,24.04,24.0,2025-01-01,2028-01-07,,
617364.0,MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRALRAILWAY,338.33,29.33,24.0,2025-01-01,2028-01-07,0.0,5.289999999999999
617364.0,MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRALRAILWAY,338.33,55.83,60.0,2025-01-01,2028-01-07,36.0,26.5
617364.0,MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CAOC/CR CR MOR,338.33,57.54,15.0,2024-01-12,2028-01-07,-45.0,1.7100000000000009
617370.0,MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,M/S SRC COMPANY INFRA PRIVATE LIMITED,180.66,43.65,10.5,2025-01-02,2027-01-01,,
617370.0,MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,M/S SRC COMPANY INFRA PRIVATE LIMITED,180.66,65.5,27.54,2025-01-02,2027-01-01,17.04,21.85
617370.0,MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,M/S SRC COMPANY INFRA PRIVATE LIMITED,180.66,65.54,27.55,2025-01-02,2027-01-01,0.010000000000001563,0.04000000000000625
617370.0,MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,CAOC/NR NR MOR,180.66,78.47,22.0,2025-01-04,2027-01-01,-5.550000000000001,12.929999999999993
617372.0,MINISTRY OF RAILWAYS,RAILWAYS,JHARKHAND,EAST CENTRAL RAILWAY [ECR] - I,349.22,125.71,71.5,2022-01-11,2025-01-12,,
617372.0,MINISTRY OF RAILWAYS,RAILWAYS,JHARKHAND,EAST CENTRAL RAILWAY [ECR] - I,349.22,145.57,72.0,2022-01-11,2025-01-12,0.5,19.86
617372.0,MINISTRY OF RAILWAYS,RAILWAYS,JHARKHAND,CAO/CON/SOUTH/MHX ECR MOR,349.22,162.92,60.0,2025-01-09,2027-01-11,-12.0,17.349999999999994
617374.0,MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,RAIL VIKAS NIGAM LIMITED,1516.45,2124.32,98.0,2009-01-11,2025-01-03,,
617374.0,MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,RAIL VIKAS NIGAM LIMITED,1516.45,2143.72,98.0,2009-01-11,2025-01-03,0.0,19.399999999999636
617374.0,MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,RAIL VIKAS NIGAM LIMITED,1516.45,2154.73,98.0,2009-01-11,2025-01-03,0.0,11.010000000000218
617375.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,ARUNACHAL PRADESH,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],209.38,3.14,1.5,2025-01-08,2028-01-02,,
617375.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,ARUNACHAL PRADESH,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],209.38,3.14,1.5,2025-01-08,2028-01-02,0.0,0.0
617375.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,ARUNACHAL PRADESH,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],209.38,3.14,1.5599999999999998,2025-01-08,2028-01-02,0.05999999999999983,0.0
617375.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,ARUNACHAL PRADESH,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],209.38,3.14,3.89,2025-01-08,2028-01-02,2.33,0.0
617379.0,MINISTRY OF RAILWAYS,RAILWAYS,DELHI,NORTHERN RAILWAYS,446.21,553.14,80.0,2013-01-03,2020-01-03,,
617379.0,MINISTRY OF RAILWAYS,RAILWAYS,DELHI,NORTHERN RAILWAYS,446.21,556.36,80.0,2013-01-03,2020-01-03,0.0,3.2200000000000273
617379.0,MINISTRY OF RAILWAYS,RAILWAYS,DELHI,NORTHERN RAILWAYS,446.21,565.7,80.0,2013-01-03,2020-01-03,0.0,9.340000000000032
617390.0,MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (CHHATTISGARH, ODISHA)",SECR,1281.81,128.07,4.0,2024-01-09,2028-01-03,,
617390.0,MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (CHHATTISGARH, ODISHA)",SECR,1281.81,128.07,4.0,2024-01-09,2028-01-03,0.0,0.0
617390.0,MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (CHHATTISGARH, ODISHA)",SECR,1281.81,130.14,5.0,2024-01-09,2028-01-03,1.0,2.069999999999993
617391.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,GUJARAT,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],488.29,5.86,1.5,2025-01-02,2026-01-11,,
617391.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,GUJARAT,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],488.29,5.86,2.7,2025-01-02,2026-01-11,1.2000000000000002,0.0
617391.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,GUJARAT,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],488.29,9.76,4.5,2025-01-02,2026-01-11,1.7999999999999998,3.8999999999999995
617391.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,GUJARAT,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],488.29,14.64,7.199999999999999,2025-01-02,2026-01-11,2.6999999999999993,4.880000000000001
617403.0,MINISTRY OF RAILWAYS,RAILWAYS,RAJASTHAN,NORTH WESTERN RAILWAY [NWR],468.64,188.7,90.0,2024-01-01,2026-01-06,,
617403.0,MINISTRY OF RAILWAYS,RAILWAYS,RAJASTHAN,NORTH WESTERN RAILWAY [NWR],468.64,195.42,94.0,2024-01-01,2026-01-06,4.0,6.719999999999999
617403.0,MINISTRY OF RAILWAYS,RAILWAYS,RAJASTHAN,NORTH WESTERN RAILWAY [NWR],468.64,197.84,95.0,2024-01-01,2026-01-06,1.0,2.420000000000016
617403.0,MINISTRY OF RAILWAYS,RAILWAYS,RAJASTHAN,NORTH WESTERN RAILWAY [NWR],468.64,197.84,95.0,2024-01-01,2026-01-06,0.0,0.0
617404.0,MINISTRY OF RAILWAYS,RAILWAYS,RAJASTHAN,NORTH WESTERN RAILWAY [NWR],189.21,0.0,0.0,2025-01-04,2028-01-03,,
617404.0,MINISTRY OF RAILWAYS,RAILWAYS,RAJASTHAN,NORTH WESTERN RAILWAY [NWR],189.21,55.58,1.0,2025-01-04,2028-01-03,1.0,55.58
617404.0,MINISTRY OF RAILWAYS,RAILWAYS,RAJASTHAN,NORTH WESTERN RAILWAY [NWR],189.21,55.58,2.0,2025-01-04,2028-01-03,1.0,0.0
617404.0,MINISTRY OF RAILWAYS,RAILWAYS,RAJASTHAN,CAOC/NWR NWR MOR,189.21,57.31,3.0,2026-01-05,2028-01-03,1.0,1.730000000000004
617405.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,GUJARAT,ADANI TRANSMISSION LIMITED,4000.0,537.0,18.0,2024-01-10,2026-01-10,,
617405.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,GUJARAT,ADANI TRANSMISSION LIMITED,4000.0,553.0,19.0,2024-01-10,2026-01-10,1.0,16.0
617405.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,GUJARAT,ADANI TRANSMISSION LIMITED,4000.0,553.0,19.0,2024-01-10,2026-01-10,0.0,0.0
617405.0,MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,GUJARAT,ADANI TRANSMISSION LIMITED,4000.0,698.0,24.0,2024-01-10,2026-01-10,5.0,145.0
617406.0,MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN)",NORTH WESTERN RAILWAY [NWR],2417.24,7.19,8.0,2023-01-05,2028-01-03,,
617406.0,MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN)",NORTH WESTERN RAILWAY [NWR],2417.24,7.35,8.0,2023-01-05,2028-01-03,0.0,0.15999999999999925
617406.0,MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN)",NORTH WESTERN RAILWAY [NWR],2417.24,7.7,8.0,2023-01-05,2028-01-03,0.0,0.35000000000000053
617408.0,MINISTRY OF RAILWAYS,RAILWAYS,RAJASTHAN,NORTH WESTERN RAILWAY [NWR],166.33,109.96,15.0,2024-01-04,2027-01-03,,
617408.0,MINISTRY OF RAILWAYS,RAILWAYS,RAJASTHAN,NORTH WESTERN RAILWAY [NWR],166.33,112.55,15.0,2024-01-04,2027-01-03,0.0,2.5900000000000034
617408.0,MINISTRY OF RAILWAYS,RAILWAYS,RAJASTHAN,NORTH WESTERN RAILWAY [NWR],166.33,112.55,15.0,2024-01-04,2027-01-03,0.0,0.0
617409.0,MINISTRY OF RAILWAYS,RAILWAYS,TELANGANA,RVNL - II,521.36,491.87,90.0,2023-01-02,2026-01-12,,
617409.0,MINISTRY OF RAILWAYS,RAILWAYS,TELANGANA,RVNL - II,521.36,492.08,90.0,2023-01-02,2026-01-12,0.0,0.20999999999997954
617409.0,MINISTRY OF RAILWAYS,RAILWAYS,TELANGANA,RVNL - II,521.36,492.12,91.0,2023-01-02,2026-01-12,1.0,0.040000000000020464
617409.0,MINISTRY OF RAILWAYS,RAILWAYS,TELANGANA,RVNL - II,521.36,492.12,91.0,2023-01-02,2026-01-12,0.0,0.0
617412.0,MINISTRY OF HOUSING & URBAN AFFAIRS,CONSTRUCTION,TELANGANA,CENTRAL PUBLIC WORKS DEPARTMENT - CPWD,644.0,161.57,21.0,2024-01-11,2027-01-09,,
617412.0,MINISTRY OF HOUSING & URBAN AFFAIRS,CONSTRUCTION,TELANGANA,CENTRAL PUBLIC WORKS DEPARTMENT - CPWD,644.0,161.57,22.0,2024-01-11,2027-01-09,1.0,0.0
617412.0,MINISTRY OF HOUSING & URBAN AFFAIRS,CONSTRUCTION,TELANGANA,CENTRAL PUBLIC WORKS DEPARTMENT - CPWD,644.0,175.79,23.0,2024-01-11,2027-01-09,1.0,14.219999999999999
617412.0,MINISTRY OF HOUSING & URBAN AFFAIRS,CONSTRUCTION,TELANGANA,CENTRAL PUBLIC WORKS DEPARTMENT - CPWD,644.0,188.69,26.0,2024-01-11,2027-01-09,3.0,12.900000000000006
617413.0,DEPARTMENT OF TELECOMMUNICATIONS,TELECOMMUNICATION,"MULTI-STATES (ANDHRA PRADESH, BIHAR, CHHATTISGARH, JHARKHAND, MADHYA PRADESH, MAHARASHTRA, ODISHA, TELANGANA, UTTAR PRADESH, WEST BENGAL)",DEPARTMENT OF TELECOMMUNICATIONS [DOT],1884.6,376.8,98.0,2024-01-05,2025-01-05,,
617413.0,DEPARTMENT OF TELECOMMUNICATIONS,TELECOMMUNICATION,"MULTI-STATES (ANDHRA PRADESH, BIHAR, CHHATTISGARH, JHARKHAND, MADHYA PRADESH, MAHARASHTRA, ODISHA, TELANGANA, UTTAR PRADESH, WEST BENGAL)",DEPARTMENT OF TELECOMMUNICATIONS [DOT],1884.6,376.8,98.28,2024-01-05,2025-01-05,0.28000000000000114,0.0
617413.0,DEPARTMENT OF TELECOMMUNICATIONS,TELECOMMUNICATION,"MULTI-STATES (ANDHRA PRADESH, BIHAR, CHHATTISGARH, JHARKHAND, MADHYA PRADESH, MAHARASHTRA, ODISHA, TELANGANA, UTTAR PRADESH, WEST BENGAL)",DEPARTMENT OF TELECOMMUNICATIONS [DOT],1884.6,376.8,98.28,2024-01-05,2025-01-05,0.0,0.0
617413.0,DEPARTMENT OF TELECOMMUNICATIONS,TELECOMMUNICATION,"MULTI-STATES (ANDHRA PRADESH, BIHAR, CHHATTISGARH, JHARKHAND, MADHYA PRADESH, MAHARASHTRA, ODISHA, TELANGANA, UTTAR PRADESH, WEST BENGAL)",DEPARTMENT OF TELECOMMUNICATIONS [DOT],1884.6,376.8,99.31,2024-01-05,2025-01-05,1.0300000000000011,0.0
617416.0,MINISTRY OF COAL,COAL,JHARKHAND,BHARAT COKING COAL LIMITED [BCCL],5940.47,262.83,26.0,2025-01-07,2028-01-12,,
617416.0,MINISTRY OF COAL,COAL,JHARKHAND,BHARAT COKING COAL LIMITED [BCCL],5940.47,274.27,28.000000000000004,2025-01-07,2028-01-12,2.0000000000000036,11.439999999999998
617416.0,MINISTRY OF COAL,COAL,JHARKHAND,BHARAT COKING COAL LIMITED [BCCL],5940.47,327.78,31.0,2025-01-07,2028-01-12,2.9999999999999964,53.50999999999999
617416.0,MINISTRY OF COAL,COAL,JHARKHAND,BHARAT COKING COAL LIMITED [BCCL],5940.47,520.75,34.0,2025-01-07,2028-01-12,3.0,192.97000000000003
617422.0,"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,MAHARASHTRA,DEPARTMENT OF WATER RESOURCES-MH,1923.81,1949.56,49.5,2017-01-01,2027-01-07,,
617422.0,"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,MAHARASHTRA,DEPARTMENT OF WATER RESOURCES-MH,1923.81,1949.56,49.5,2017-01-01,2027-01-07,0.0,0.0
617422.0,"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,MAHARASHTRA,DEPARTMENT OF WATER RESOURCES-MH,1923.81,1949.56,49.52,2017-01-01,2027-01-07,0.020000000000003126,0.0
617422.0,"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,MAHARASHTRA,DEPARTMENT OF WATER RESOURCES-MH,1923.81,338.91,49.6,2017-01-01,2027-01-07,0.0799999999999983,-1610.6499999999999
617727.0,DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,ANDHRA PRADESH,NICDC,2786.0,112.0,6.140000000000001,2025-01-10,2028-01-10,,
617727.0,DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,ANDHRA PRADESH,NICDC,2786.0,260.49,10.27,2025-01-10,2028-01-10,4.129999999999999,148.49
617727.0,DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,ANDHRA PRADESH,NICDC,2786.0,278.6,12.81,2025-01-10,2028-01-10,2.540000000000001,18.110000000000014
617727.0,DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,ANDHRA PRADESH,NICDC,2786.0,356.05,16.220000000000002,2025-01-10,2028-01-10,3.410000000000002,77.44999999999999
617729.0,DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,ANDHRA PRADESH,NICDC,2136.0,39.75,3.0,2025-01-10,2028-01-10,,
617729.0,DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,ANDHRA PRADESH,NICDC,2136.0,39.75,5.07,2025-01-10,2028-01-10,2.0700000000000003,0.0
617729.0,DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,ANDHRA PRADESH,NICDC,2136.0,39.75,5.23,2025-01-10,2028-01-10,0.16000000000000014,0.0
617729.0,DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,ANDHRA PRADESH,NICDC,2136.0,39.75,5.390000000000001,2025-01-10,2028-01-10,0.16000000000000014,0.0
