MINISTRY,SECTOR,SLNO,PROJECT_NAME,AGENCY,PROJECT_CODES,STATE,DATE_OF_APPROVAL,START_DATE,ORIGINAL_TARGET_DOC,REVISED_DOC,ORIGINAL_COST_RS_CRORE,REVISED_COST_RS_CRORE,CUMULATIVE_EXPENDITURE_RS_CRORE,PHYSICAL_PROGRESS_PCT,SOURCE_PAGE,REPORT_MONTH,SOURCE_FILE,PHYSICAL_PROGRESS_PERCENT,PROJECT_ID
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1238.0,6L OF TALIPARAMBA TO MUZHAPPILANGAD FROM KM 134.650 TO KM 170.6 OF NH-66,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618596 | N24001660 | 10425,KERALA,1-08-20,1-11-21,1-05-24,1-12-27,2714.6,3557.65,1040.02,0.8287,119.0,APRIL,Project_Monitoring_April_2026.xlsx,82.87,618596
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1247.0,6L OF TALIPARAMBA TO MUZHAPPILANGAD FROM KM 134.650 TO KM 170.6 OF NH-66,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618596 | N24001660 | 10425,KERALA,1-08-20,1-11-21,1-05-24,1-12-27,2714.6,3557.65,1055.13,0.83,118.0,MAY,Project_Monitoring_May_2026.xlsx,83.0,618596
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1178.0,6L OF TALIPARAMBA TO MUZHAPPILANGAD FROM KM 134.650 TO KM 170.6 OF NH-66,NHAI,618596 | - | -,KERALA,1-08-20,1-11-21,1-05-24,1-01-28,2714.6,3557.65,2020.24,0.834,120.0,JUNE,Project_Monitoring_June_2026.xlsx,83.39999999999999,618596
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1105.0,6L OF TALIPARAMBA TO MUZHAPPILANGAD FROM KM 134.650 TO KM 170.6 OF NH-66,NHAI,618596 | - | -,KERALA,1-08-20,1-11-21,1-05-24,1-01-28,2714.6,3557.65,2020.35,0.837,112.0,JULY,Project_Monitoring_July_2026.xlsx,83.7,618596
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1239.0,6L OF AZHIYUR-VENGALAM FROM KM. 189.200 TO KM. 230.400 OF NH-66,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618597 | N24001661 | 10426,KERALA,1-10-20,1-10-21,1-07-24,1-05-27,3205.77,3898.46,776.8,0.6007,119.0,APRIL,Project_Monitoring_April_2026.xlsx,60.07,618597
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1248.0,6L OF AZHIYUR-VENGALAM FROM KM. 189.200 TO KM. 230.400 OF NH-66,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618597 | N24001661 | 10426,KERALA,1-10-20,1-10-21,1-07-24,1-05-27,3205.77,3898.46,776.84,0.6007,118.0,MAY,Project_Monitoring_May_2026.xlsx,60.07,618597
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1179.0,6L OF AZHIYUR-VENGALAM FROM KM. 189.200 TO KM. 230.400 OF NH-66,NHAI,618597 | - | -,KERALA,1-10-20,1-10-21,1-07-24,1-03-28,3205.77,3898.46,2406.73,0.6007,120.0,JUNE,Project_Monitoring_June_2026.xlsx,60.07,618597
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1106.0,6L OF AZHIYUR-VENGALAM FROM KM. 189.200 TO KM. 230.400 OF NH-66,NHAI,618597 | - | -,KERALA,1-10-20,1-10-21,1-07-24,1-03-28,3205.77,3898.46,2406.73,0.6007,112.0,JULY,Project_Monitoring_July_2026.xlsx,60.07,618597
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1240.0,6L MINOR BRIDGE PALOLI PALAM AT KM. 203.160 & MAJOR BRIDGE MORAD AT KM. 204.895 AND ALLIED WORKS,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618598 | N24001652 | -,KERALA,1-03-20,1-12-20,1-06-22,1-05-26,210.0,216.94,77.9,1.0,119.0,APRIL,Project_Monitoring_April_2026.xlsx,100.0,618598
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1249.0,6L MINOR BRIDGE PALOLI PALAM AT KM. 203.160 & MAJOR BRIDGE MORAD AT KM. 204.895 AND ALLIED WORKS,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618598 | N24001652 | -,KERALA,1-03-20,1-12-20,1-06-22,1-06-26,210.0,216.94,77.9,1.0,118.0,MAY,Project_Monitoring_May_2026.xlsx,100.0,618598
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1180.0,6L MINOR BRIDGE PALOLI PALAM AT KM. 203.160 & MAJOR BRIDGE MORAD AT KM. 204.895 AND ALLIED WORKS,NHAI,618598 | - | -,KERALA,1-03-20,1-12-20,1-06-22,1-07-26,210.0,216.94,190.46,1.0,120.0,JUNE,Project_Monitoring_June_2026.xlsx,100.0,618598
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1107.0,6L MINOR BRIDGE PALOLI PALAM AT KM. 203.160 & MAJOR BRIDGE MORAD AT KM. 204.895 AND ALLIED WORKS,NHAI,618598 | - | -,KERALA,1-03-20,1-12-20,1-06-22,1-09-26,210.0,216.94,190.46,1.0,112.0,JULY,Project_Monitoring_July_2026.xlsx,100.0,618598
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1241.0,6L OF RAMANATUKKARA JUNCTION TO START OF VALANCHERY BYPASS SECTION OF NH-66,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618599 | N24001658 | 10427,KERALA,1-01-21,1-01-22,1-07-24,1-05-26,4924.11,4919.46,1815.81,0.9975,119.0,APRIL,Project_Monitoring_April_2026.xlsx,99.75,618599
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1250.0,6L OF RAMANATUKKARA JUNCTION TO START OF VALANCHERY BYPASS SECTION OF NH-66,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618599 | N24001658 | 10427,KERALA,1-01-21,1-01-22,1-07-24,1-05-26,4924.11,4919.46,1815.81,0.9975,119.0,MAY,Project_Monitoring_May_2026.xlsx,99.75,618599
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1181.0,6L OF RAMANATUKKARA JUNCTION TO START OF VALANCHERY BYPASS SECTION OF NH-66,NHAI,618599 | - | -,KERALA,1-01-21,1-01-22,1-07-24,1-07-26,4924.11,4919.46,3635.17,1.0,120.0,JUNE,Project_Monitoring_June_2026.xlsx,100.0,618599
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1108.0,6L OF RAMANATUKKARA JUNCTION TO START OF VALANCHERY BYPASS SECTION OF NH-66,NHAI,618599 | - | -,KERALA,1-01-21,1-01-22,1-07-24,1-08-26,4919.46,4919.46,3765.27,1.0,113.0,JULY,Project_Monitoring_July_2026.xlsx,100.0,618599
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1242.0,6L OF VALANCHERY BYPASS TO KAPPIRIKKAD OF NH 66 FROM KM. 298500 TO KM 335850,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618600 | N24001659 | 10428,KERALA,1-02-21,1-01-22,1-07-24,1-05-26,4023.94,4023.94,1497.69,0.9884,119.0,APRIL,Project_Monitoring_April_2026.xlsx,98.83999999999999,618600
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1251.0,6L OF VALANCHERY BYPASS TO KAPPIRIKKAD OF NH 66 FROM KM. 298500 TO KM 335850,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618600 | N24001659 | 10428,KERALA,1-02-21,1-01-22,1-07-24,1-06-26,4023.94,4023.94,1497.77,0.9884,119.0,MAY,Project_Monitoring_May_2026.xlsx,98.83999999999999,618600
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1182.0,6L OF VALANCHERY BYPASS TO KAPPIRIKKAD OF NH 66 FROM KM. 298500 TO KM 335850,NHAI,618600 | - | -,KERALA,1-02-21,1-01-22,1-07-24,1-07-26,4023.94,4023.94,2476.49,1.0,120.0,JUNE,Project_Monitoring_June_2026.xlsx,100.0,618600
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1109.0,6L OF VALANCHERY BYPASS TO KAPPIRIKKAD OF NH 66 FROM KM. 298500 TO KM 335850,NHAI,618600 | - | -,KERALA,1-02-21,1-01-22,1-07-24,1-08-26,4023.94,4023.94,2592.92,1.0,113.0,JULY,Project_Monitoring_July_2026.xlsx,100.0,618600
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1243.0,6L OF KAPPIRIKKAD TO THALIKULAM SECTION FROM KM 335.85 TO KM 369.015 OF NH - 66 OLD NH-17,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618601 | N24001655 | 10429,KERALA,1-06-21,1-09-22,1-01-25,1-06-26,4225.59,4225.59,708.02,0.882,119.0,APRIL,Project_Monitoring_April_2026.xlsx,88.2,618601
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1252.0,6L OF KAPPIRIKKAD TO THALIKULAM SECTION FROM KM 335.85 TO KM 369.015 OF NH - 66 OLD NH-17,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618601 | N24001655 | 10429,KERALA,1-06-21,1-09-22,1-01-25,1-06-27,4225.59,4225.59,717.06,0.882,119.0,MAY,Project_Monitoring_May_2026.xlsx,88.2,618601
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1183.0,6L OF KAPPIRIKKAD TO THALIKULAM SECTION FROM KM 335.85 TO KM 369.015 OF NH - 66 OLD NH-17,NHAI,618601 | - | -,KERALA,1-06-21,1-09-22,1-01-25,1-06-27,4225.59,4225.59,3329.11,0.9527,120.0,JUNE,Project_Monitoring_June_2026.xlsx,95.27,618601
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1110.0,6L OF KAPPIRIKKAD TO THALIKULAM SECTION FROM KM 335.85 TO KM 369.015 OF NH - 66 OLD NH-17,NHAI,618601 | - | -,KERALA,1-06-21,1-09-22,1-01-25,1-06-27,4225.59,4225.59,3345.3,0.9527,113.0,JULY,Project_Monitoring_July_2026.xlsx,95.27,618601
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1244.0,6L OF THALIKULAM TO KODUGALLUR SECTION FROM KM 369.015 TO KM 397.850 OF NH - 66 OLD NH-17,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618602 | N24001656 | 10430,KERALA,1-06-21,1-09-22,1-02-25,1-06-26,4302.06,4302.06,772.89,0.8418,119.0,APRIL,Project_Monitoring_April_2026.xlsx,84.17999999999999,618602
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1253.0,6L OF THALIKULAM TO KODUGALLUR SECTION FROM KM 369.015 TO KM 397.850 OF NH - 66 OLD NH-17,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618602 | N24001656 | 10430,KERALA,1-06-21,1-09-22,1-02-25,1-06-27,4302.06,4302.06,783.1,0.8418,119.0,MAY,Project_Monitoring_May_2026.xlsx,84.17999999999999,618602
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1184.0,6L OF THALIKULAM TO KODUGALLUR SECTION FROM KM 369.015 TO KM 397.850 OF NH - 66 OLD NH-17,NHAI,618602 | - | -,KERALA,1-06-21,1-09-22,1-02-25,1-06-27,4302.06,4302.06,3312.67,0.9455,120.0,JUNE,Project_Monitoring_June_2026.xlsx,94.55,618602
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1111.0,6L OF THALIKULAM TO KODUGALLUR SECTION FROM KM 369.015 TO KM 397.850 OF NH - 66 OLD NH-17,NHAI,618602 | - | -,KERALA,1-06-21,1-09-22,1-02-25,1-06-27,4302.06,4302.06,3312.68,0.9505,113.0,JULY,Project_Monitoring_July_2026.xlsx,95.05,618602
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1245.0,6L OF KODUGALLUR TO EDAPPPALLY SECTION FROM KM 397.750 TO KM 423.780 OF NH - 66 OLD NH-17,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618603 | N24001653 | 10431,KERALA,1-11-21,1-10-22,1-04-25,1-12-26,3465.82,3606.2,768.14,0.6493,119.0,APRIL,Project_Monitoring_April_2026.xlsx,64.92999999999999,618603
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1254.0,6L OF KODUGALLUR TO EDAPPPALLY SECTION FROM KM 397.750 TO KM 423.780 OF NH - 66 OLD NH-17,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618603 | N24001653 | 10431,KERALA,1-11-21,1-10-22,1-04-25,1-05-27,3465.82,3606.2,853.77,0.7081,119.0,MAY,Project_Monitoring_May_2026.xlsx,70.81,618603
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1185.0,6L OF KODUGALLUR TO EDAPPPALLY SECTION FROM KM 397.750 TO KM 423.780 OF NH - 66 OLD NH-17,NHAI,618603 | - | -,KERALA,1-11-21,1-10-22,1-04-25,1-05-27,3465.82,3606.2,2171.55,0.7099,120.0,JUNE,Project_Monitoring_June_2026.xlsx,70.99,618603
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1112.0,6L OF KODUGALLUR TO EDAPPPALLY SECTION FROM KM 397.750 TO KM 423.780 OF NH - 66 OLD NH-17,NHAI,618603 | - | -,KERALA,1-11-21,1-10-22,1-04-25,1-05-27,3465.82,3606.2,2178.55,0.7111,113.0,JULY,Project_Monitoring_July_2026.xlsx,71.11,618603
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1246.0,AROOR-THURAVOOR THEKKU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618604 | N24001648 | 10432,KERALA,1-08-22,1-02-23,1-01-26,1-12-26,2429.52,2382.83,1760.92,0.8393,119.0,APRIL,Project_Monitoring_April_2026.xlsx,83.93,618604
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1255.0,AROOR-THURAVOOR THEKKU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618604 | N24001648 | 10432,KERALA,1-08-22,1-02-23,1-01-26,1-12-26,2429.52,2382.83,1765.01,0.9034,119.0,MAY,Project_Monitoring_May_2026.xlsx,90.34,618604
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1186.0,AROOR-THURAVOOR THEKKU,NHAI,618604 | - | -,KERALA,1-08-22,1-02-23,1-01-26,1-12-26,2429.52,2382.83,1791.8,0.9127,120.0,JUNE,Project_Monitoring_June_2026.xlsx,91.27,618604
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1113.0,AROOR-THURAVOOR THEKKU,NHAI,618604 | - | -,KERALA,1-08-22,1-02-23,1-01-26,1-12-26,2429.52,2382.83,1802.58,0.9163,113.0,JULY,Project_Monitoring_July_2026.xlsx,91.63,618604
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1247.0,THURAVOOR THEKKU-PARAVOOR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618605 | N24001651 | 10433,KERALA,1-09-21,1-03-22,1-09-24,1-12-26,2878.97,2638.67,2120.87,0.7828,119.0,APRIL,Project_Monitoring_April_2026.xlsx,78.28,618605
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1256.0,THURAVOOR THEKKU-PARAVOOR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618605 | N24001651 | 10433,KERALA,1-09-21,1-03-22,1-09-24,1-05-27,2878.97,2638.67,2170.03,0.795,119.0,MAY,Project_Monitoring_May_2026.xlsx,79.5,618605
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1187.0,THURAVOOR THEKKU-PARAVOOR,NHAI,618605 | - | -,KERALA,1-09-21,1-03-22,1-09-24,1-05-27,2878.97,2638.67,2495.62,0.8085,120.0,JUNE,Project_Monitoring_June_2026.xlsx,80.85,618605
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1114.0,THURAVOOR THEKKU-PARAVOOR,NHAI,618605 | - | -,KERALA,1-09-21,1-03-22,1-09-24,1-05-27,2878.97,2638.67,2514.83,0.8149,113.0,JULY,Project_Monitoring_July_2026.xlsx,81.49,618605
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1248.0,PARAVOOR-KOTTANKULANGARA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618606 | N24001649 | 10434,KERALA,1-12-21,1-08-22,1-02-25,1-03-27,3273.61,3200.24,1226.55,0.712,119.0,APRIL,Project_Monitoring_April_2026.xlsx,71.2,618606
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1257.0,PARAVOOR-KOTTANKULANGARA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618606 | N24001649 | 10434,KERALA,1-12-21,1-08-22,1-02-25,1-03-27,3273.61,3200.24,1275.39,0.712,119.0,MAY,Project_Monitoring_May_2026.xlsx,71.2,618606
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1188.0,PARAVOOR-KOTTANKULANGARA,NHAI,618606 | - | -,KERALA,1-12-21,1-08-22,1-02-25,1-03-27,3273.61,3200.24,2858.39,0.712,120.0,JUNE,Project_Monitoring_June_2026.xlsx,71.2,618606
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1115.0,PARAVOOR-KOTTANKULANGARA,NHAI,618606 | - | -,KERALA,1-12-21,1-08-22,1-02-25,1-03-27,3273.61,3200.24,2858.55,0.712,113.0,JULY,Project_Monitoring_July_2026.xlsx,71.2,618606
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1249.0,KOTTANKULANGARA- START OF KOLLAM BYPASS,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618607 | N24001657 | 10435,KERALA,1-06-21,1-04-22,1-10-24,1-03-27,2842.14,3680.49,895.86,0.7389,119.0,APRIL,Project_Monitoring_April_2026.xlsx,73.89,618607
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1258.0,KOTTANKULANGARA- START OF KOLLAM BYPASS,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618607 | N24001657 | 10435,KERALA,1-06-21,1-04-22,1-10-24,1-03-27,2842.14,3680.49,907.19,0.7389,119.0,MAY,Project_Monitoring_May_2026.xlsx,73.89,618607
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1189.0,KOTTANKULANGARA- START OF KOLLAM BYPASS,NHAI,618607 | - | -,KERALA,1-06-21,1-04-22,1-10-24,1-03-27,2842.14,3680.49,2373.25,0.7389,121.0,JUNE,Project_Monitoring_June_2026.xlsx,73.89,618607
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1116.0,KOTTANKULANGARA- START OF KOLLAM BYPASS,NHAI,618607 | - | -,KERALA,1-06-21,1-04-22,1-10-24,1-03-27,2842.14,3680.49,2373.2,0.7389,113.0,JULY,Project_Monitoring_July_2026.xlsx,73.89,618607
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1680.0,4L OF LEFT-OVER WORKS INCLUDING ADDITIONAL STRUCTURES FROM KERALA/TAMIL NADU BORDER TO KANYAKUMARI SECTION FROM KM 43.0 TO KM 96.174 OF NH66,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618608 | N24002113 | 10436,TAMIL NADU,1-11-22,1-08-23,1-08-25,1-10-26,1564.23,1263.42,907.2,0.761,145.0,APRIL,Project_Monitoring_April_2026.xlsx,76.1,618608
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1691.0,4L OF LEFT-OVER WORKS INCLUDING ADDITIONAL STRUCTURES FROM KERALA/TAMIL NADU BORDER TO KANYAKUMARI SECTION FROM KM 43.0 TO KM 96.174 OF NH66,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618608 | N24002113 | 10436,TAMIL NADU,1-11-22,1-08-23,1-08-25,1-11-26,1564.23,1263.42,958.93,0.7841,145.0,MAY,Project_Monitoring_May_2026.xlsx,78.41,618608
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1579.0,4L OF LEFT-OVER WORKS INCLUDING ADDITIONAL STRUCTURES FROM KERALA/TAMIL NADU BORDER TO KANYAKUMARI SECTION FROM KM 43.0 TO KM 96.174 OF NH66,NHAI,618608 | - | -,TAMIL NADU,1-11-22,1-08-23,1-08-25,1-11-26,1564.23,1263.42,961.9,0.8068,144.0,JUNE,Project_Monitoring_June_2026.xlsx,80.67999999999999,618608
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1498.0,4L OF LEFT-OVER WORKS INCLUDING ADDITIONAL STRUCTURES FROM KERALA/TAMIL NADU BORDER TO KANYAKUMARI SECTION FROM KM 43.0 TO KM 96.174 OF NH66,NHAI,618608 | - | -,TAMIL NADU,1-11-22,1-08-23,1-08-25,1-12-26,1564.23,1263.42,980.14,0.8185,136.0,JULY,Project_Monitoring_July_2026.xlsx,81.85,618608
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1032.0,CONSTRUCTION OF 4L FLYOVER FROM MES COLLEGE JUNCTION TO BOGMALO JUNCTION ON NH- 566 FROM KM. 7.106 TO KM. 10.460 AND 4L VUP AT QUEENY NAGAR JUNCTION FROM KM. 3.330 TO KM. 4.550,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618609 | - | -,GOA,1-01-24,1-08-24,1-07-26,1-05-27,463.08,316.28,127.09,0.4375,107.0,APRIL,Project_Monitoring_April_2026.xlsx,43.75,618609
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1036.0,CONSTRUCTION OF 4L FLYOVER FROM MES COLLEGE JUNCTION TO BOGMALO JUNCTION ON NH- 566 FROM KM. 7.106 TO KM. 10.460 AND 4L VUP AT QUEENY NAGAR JUNCTION FROM KM. 3.330 TO KM. 4.550,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618609 | - | -,GOA,1-01-24,1-08-24,1-07-26,1-05-27,463.08,316.28,127.34,0.4859,106.0,MAY,Project_Monitoring_May_2026.xlsx,48.59,618609
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,987.0,CONSTRUCTION OF 4L FLYOVER FROM MES COLLEGE JUNCTION TO BOGMALO JUNCTION ON NH- 566 FROM KM. 7.106 TO KM. 10.460 AND 4L VUP AT QUEENY NAGAR JUNCTION FROM KM. 3.330 TO KM. 4.550,NHAI,618609 | - | -,GOA,1-01-24,1-08-24,1-07-26,1-05-27,463.08,316.28,168.21,0.573,109.0,JUNE,Project_Monitoring_June_2026.xlsx,57.3,618609
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,918.0,CONSTRUCTION OF 4L FLYOVER FROM MES COLLEGE JUNCTION TO BOGMALO JUNCTION ON NH- 566 FROM KM. 7.106 TO KM. 10.460 AND 4L VUP AT QUEENY NAGAR JUNCTION FROM KM. 3.330 TO KM. 4.550,NHAI,618609 | - | -,GOA,1-01-24,1-08-24,1-07-26,1-05-27,463.08,316.28,168.21,0.5918,101.0,JULY,Project_Monitoring_July_2026.xlsx,59.18,618609
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1618.0,6L OF JODHPUR ROMANA BATHINDA - MANDI DABWALI PUNJAB HARYANA BORDER SECTION OF NH-54 FROM KM. 0.000 TO KM. 27.400 OF NH-54,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618610 | N24002075 | 10437,PUNJAB,1-05-20,1-08-23,1-08-25,1-05-26,789.26,1318.91,518.65,0.99,141.0,APRIL,Project_Monitoring_April_2026.xlsx,99.0,618610
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1629.0,6L OF JODHPUR ROMANA BATHINDA - MANDI DABWALI PUNJAB HARYANA BORDER SECTION OF NH-54 FROM KM. 0.000 TO KM. 27.400 OF NH-54,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618610 | N24002075 | 10437,PUNJAB,1-05-20,1-08-23,1-08-25,1-06-26,789.26,1318.91,518.7,0.99,141.0,MAY,Project_Monitoring_May_2026.xlsx,99.0,618610
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1521.0,6L OF JODHPUR ROMANA BATHINDA - MANDI DABWALI PUNJAB HARYANA BORDER SECTION OF NH-54 FROM KM. 0.000 TO KM. 27.400 OF NH-54,NHAI,618610 | - | -,PUNJAB,1-05-20,1-08-23,1-08-25,1-07-26,789.26,1318.91,688.68,0.99,140.0,JUNE,Project_Monitoring_June_2026.xlsx,99.0,618610
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1441.0,6L OF JODHPUR ROMANA BATHINDA - MANDI DABWALI PUNJAB HARYANA BORDER SECTION OF NH-54 FROM KM. 0.000 TO KM. 27.400 OF NH-54,NHAI,618610 | - | -,PUNJAB,1-05-20,1-08-23,1-08-25,1-08-26,789.26,1318.91,719.18,0.99,132.0,JULY,Project_Monitoring_July_2026.xlsx,99.0,618610
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1651.0,SANGARIYA NEAR CHAUTALA-RASISAR NEAR BIKANER SECTION OF NH-754K PHASE-I AJ/SR- PACKAGE-7,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618611 | - | 10438,RAJASTHAN,1-02-19,1-06-21,1-06-23,1-05-26,520.63,548.42,426.0,1.0,143.0,APRIL,Project_Monitoring_April_2026.xlsx,100.0,618611
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1662.0,SANGARIYA NEAR CHAUTALA-RASISAR NEAR BIKANER SECTION OF NH-754K PHASE-I AJ/SR- PACKAGE-7,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618611 | - | 10438,RAJASTHAN,1-02-19,1-06-21,1-06-23,1-06-26,520.63,548.42,426.09,1.0,143.0,MAY,Project_Monitoring_May_2026.xlsx,100.0,618611
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1550.0,SANGARIYA NEAR CHAUTALA-RASISAR NEAR BIKANER SECTION OF NH-754K PHASE-I AJ/SR- PACKAGE-7,NHAI,618611 | - | -,RAJASTHAN,1-02-19,1-06-21,1-06-23,1-07-26,520.63,548.42,450.58,1.0,142.0,JUNE,Project_Monitoring_June_2026.xlsx,100.0,618611
