MINISTRY,SECTOR,SLNO,PROJECT_NAME,AGENCY,PROJECT_CODES,STATE,DATE_OF_APPROVAL,START_DATE,ORIGINAL_TARGET_DOC,REVISED_DOC,ORIGINAL_COST_RS_CRORE,REVISED_COST_RS_CRORE,CUMULATIVE_EXPENDITURE_RS_CRORE,PHYSICAL_PROGRESS_PCT,SOURCE_PAGE,REPORT_MONTH,SOURCE_FILE,PHYSICAL_PROGRESS_PERCENT,PROJECT_ID
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1469.0,SANGARIYA NEAR CHAUTALA-RASISAR NEAR BIKANER SECTION OF NH-754K PHASE-I AJ/SR- PACKAGE-7,NHAI,618611 | - | -,RAJASTHAN,1-02-19,1-06-21,1-06-23,1-08-26,520.63,548.42,450.59,1.0,134.0,JULY,Project_Monitoring_July_2026.xlsx,100.0,618611
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1652.0,DEOGARH NEAR DHANDHANIYA-RAJASTHAN/GUJARAT BORDER PHASE-I AJ/DRGB-PACKAGE-6,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618612 | N24001563 | 10439,RAJASTHAN,1-10-19,1-08-21,1-08-23,1-05-26,846.59,740.62,676.17,1.0,143.0,APRIL,Project_Monitoring_April_2026.xlsx,100.0,618612
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1663.0,DEOGARH NEAR DHANDHANIYA-RAJASTHAN/GUJARAT BORDER PHASE-I AJ/DRGB-PACKAGE-6,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618612 | N24001563 | 10439,RAJASTHAN,1-10-19,1-08-21,1-08-23,1-06-26,846.59,740.62,676.19,1.0,143.0,MAY,Project_Monitoring_May_2026.xlsx,100.0,618612
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1551.0,DEOGARH NEAR DHANDHANIYA-RAJASTHAN/GUJARAT BORDER PHASE-I AJ/DRGB-PACKAGE-6,NHAI,618612 | - | -,RAJASTHAN,1-10-19,1-08-21,1-08-23,1-07-26,846.59,740.62,704.71,1.0,142.0,JUNE,Project_Monitoring_June_2026.xlsx,100.0,618612
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1470.0,DEOGARH NEAR DHANDHANIYA-RAJASTHAN/GUJARAT BORDER PHASE-I AJ/DRGB-PACKAGE-6,NHAI,618612 | - | -,RAJASTHAN,1-10-19,1-08-21,1-08-23,1-08-26,846.59,740.62,705.48,1.0,134.0,JULY,Project_Monitoring_July_2026.xlsx,100.0,618612
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1653.0,DEOGARH NEAR DHANDHANIYA-RAJASTHAN/GUJARAT BORDER PHASE-I AJ/DRGB-PACKAGE-7,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618613 | N24001564 | 10440,RAJASTHAN,1-10-19,1-07-21,1-07-23,1-05-26,662.08,597.77,508.83,0.992,143.0,APRIL,Project_Monitoring_April_2026.xlsx,99.2,618613
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1664.0,DEOGARH NEAR DHANDHANIYA-RAJASTHAN/GUJARAT BORDER PHASE-I AJ/DRGB-PACKAGE-7,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618613 | N24001564 | 10440,RAJASTHAN,1-10-19,1-07-21,1-07-23,1-06-26,662.08,597.77,511.76,0.992,143.0,MAY,Project_Monitoring_May_2026.xlsx,99.2,618613
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1552.0,DEOGARH NEAR DHANDHANIYA-RAJASTHAN/GUJARAT BORDER PHASE-I AJ/DRGB-PACKAGE-7,NHAI,618613 | - | -,RAJASTHAN,1-10-19,1-07-21,1-07-23,1-07-26,662.08,597.77,561.0,0.992,142.0,JUNE,Project_Monitoring_June_2026.xlsx,99.2,618613
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1471.0,DEOGARH NEAR DHANDHANIYA-RAJASTHAN/GUJARAT BORDER PHASE-I AJ/DRGB-PACKAGE-7,NHAI,618613 | - | -,RAJASTHAN,1-10-19,1-07-21,1-07-23,1-08-26,662.08,597.77,561.75,0.992,134.0,JULY,Project_Monitoring_July_2026.xlsx,99.2,618613
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1058.0,SANCHORE - SANTALPUR FROM KM 67.000 - KM 99.000 OF NH-754K AJ-RGBS-PACKAGE-3,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618614 | N24001790 | 10441,GUJARAT,1-02-20,1-08-21,1-08-23,1-05-26,752.3,765.25,569.43,0.99,108.0,APRIL,Project_Monitoring_April_2026.xlsx,99.0,618614
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1062.0,SANCHORE - SANTALPUR FROM KM 67.000 - KM 99.000 OF NH-754K AJ-RGBS-PACKAGE-3,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618614 | N24001790 | 10441,GUJARAT,1-02-20,1-08-21,1-08-23,1-06-26,752.3,765.25,569.58,0.99,108.0,MAY,Project_Monitoring_May_2026.xlsx,99.0,618614
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1059.0,SANCHORE - SANTALPUR FROM KM 99.000 - KM 130.073 OF NH-754K AJ-RGBS-PACKAGE-4,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618615 | N24001794 | 10442,GUJARAT,1-02-20,1-03-21,1-03-23,1-05-26,778.15,835.55,663.38,0.997,108.0,APRIL,Project_Monitoring_April_2026.xlsx,99.7,618615
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1063.0,SANCHORE - SANTALPUR FROM KM 99.000 - KM 130.073 OF NH-754K AJ-RGBS-PACKAGE-4,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618615 | N24001794 | 10442,GUJARAT,1-02-20,1-03-21,1-03-23,1-07-26,778.15,835.55,672.59,0.997,108.0,MAY,Project_Monitoring_May_2026.xlsx,99.7,618615
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1008.0,SANCHORE - SANTALPUR FROM KM 99.000 - KM 130.073 OF NH-754K AJ-RGBS-PACKAGE-4,NHAI,618615 | - | -,GUJARAT,1-02-20,1-03-21,1-03-23,1-07-26,778.15,835.55,764.0,0.997,110.0,JUNE,Project_Monitoring_June_2026.xlsx,99.7,618615
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,937.0,SANCHORE - SANTALPUR FROM KM 99.000 - KM 130.073 OF NH-754K AJ-RGBS-PACKAGE-4,NHAI,618615 | - | -,GUJARAT,1-02-20,1-03-21,1-03-23,1-08-26,778.15,835.55,767.83,0.997,102.0,JULY,Project_Monitoring_July_2026.xlsx,99.7,618615
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1060.0,4L OF DHROL BYPASS SECTION OF NH-151A APPROX. LENGTH 5.7 KM & WIDENING UPTO 4 LANING OF MISSING LINK OF AMRAN SECTION OF NH-151A APPROX. LENGTH 6.55 KM FROM EXISTING CH. 42000 TO 48500 OF ONGOING DHROL-BHADRA-PIPALIYA SECTION OF NH-151A,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618616 | - | -,GUJARAT,1-03-24,1-02-25,1-02-27,1-02-27,625.58,455.54,113.54,0.26,108.0,APRIL,Project_Monitoring_April_2026.xlsx,26.0,618616
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1064.0,4L OF DHROL BYPASS SECTION OF NH-151A APPROX. LENGTH 5.7 KM & WIDENING UPTO 4 LANING OF MISSING LINK OF AMRAN SECTION OF NH-151A APPROX. LENGTH 6.55 KM FROM EXISTING CH. 42000 TO 48500 OF ONGOING DHROL-BHADRA-PIPALIYA SECTION OF NH-151A,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618616 | - | -,GUJARAT,1-03-24,1-02-25,1-02-27,1-02-27,625.58,455.54,126.13,0.3105,108.0,MAY,Project_Monitoring_May_2026.xlsx,31.05,618616
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1009.0,4L OF DHROL BYPASS SECTION OF NH-151A APPROX. LENGTH 5.7 KM & WIDENING UPTO 4 LANING OF MISSING LINK OF AMRAN SECTION OF NH-151A APPROX. LENGTH 6.55 KM FROM EXISTING CH. 42000 TO 48500 OF ONGOING DHROL-BHADRA-PIPALIYA SECTION OF NH-151A,NHAI,618616 | - | -,GUJARAT,1-03-24,1-02-25,1-02-27,1-02-27,625.58,455.54,140.05,0.321,110.0,JUNE,Project_Monitoring_June_2026.xlsx,32.1,618616
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,938.0,4L OF DHROL BYPASS SECTION OF NH-151A APPROX. LENGTH 5.7 KM & WIDENING UPTO 4 LANING OF MISSING LINK OF AMRAN SECTION OF NH-151A APPROX. LENGTH 6.55 KM FROM EXISTING CH. 42000 TO 48500 OF ONGOING DHROL-BHADRA-PIPALIYA SECTION OF NH-151A,NHAI,618616 | - | -,GUJARAT,1-03-24,1-02-25,1-02-27,1-02-27,625.58,455.54,151.99,0.3547,103.0,JULY,Project_Monitoring_July_2026.xlsx,35.47,618616
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1619.0,6L AMRITSAR-BATHINDA GREENFIELD SECTION FROM VILLAGE TIBA ON NE-5A TO JN. WITH MOGA JALANDHAR ROAD NH-703 NEAR DHARAMKOT FROM KM 0.000 TO KM 39.000 OF NH-754A PKG-1,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618617 | N24001640 | 10443,PUNJAB,1-03-21,1-11-22,1-11-24,1-06-27,1229.38,1549.32,772.73,0.7028,141.0,APRIL,Project_Monitoring_April_2026.xlsx,70.28,618617
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1630.0,6L AMRITSAR-BATHINDA GREENFIELD SECTION FROM VILLAGE TIBA ON NE-5A TO JN. WITH MOGA JALANDHAR ROAD NH-703 NEAR DHARAMKOT FROM KM 0.000 TO KM 39.000 OF NH-754A PKG-1,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618617 | N24001640 | 10443,PUNJAB,1-03-21,1-11-22,1-11-24,1-06-27,1229.38,1549.32,772.82,0.7102,141.0,MAY,Project_Monitoring_May_2026.xlsx,71.02000000000001,618617
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1522.0,6L AMRITSAR-BATHINDA GREENFIELD SECTION FROM VILLAGE TIBA ON NE-5A TO JN. WITH MOGA JALANDHAR ROAD NH-703 NEAR DHARAMKOT FROM KM 0.000 TO KM 39.000 OF NH-754A PKG-1,NHAI,618617 | - | -,PUNJAB,1-03-21,1-11-22,1-11-24,1-12-27,1229.38,1549.32,969.03,0.716,140.0,JUNE,Project_Monitoring_June_2026.xlsx,71.6,618617
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1442.0,6L AMRITSAR-BATHINDA GREENFIELD SECTION FROM VILLAGE TIBA ON NE-5A TO JN. WITH MOGA JALANDHAR ROAD NH-703 NEAR DHARAMKOT FROM KM 0.000 TO KM 39.000 OF NH-754A PKG-1,NHAI,618617 | - | -,PUNJAB,1-03-21,1-11-22,1-11-24,1-12-27,1229.38,1549.32,1014.98,0.7241,133.0,JULY,Project_Monitoring_July_2026.xlsx,72.41,618617
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1620.0,6L AMRITSAR-BATHINDA GREENFIELD SECTION FROM JN. WITH BHAGTA BHAI KA-BHADAUR ROAD NEAR DYALPURA BHAI KA TO JN. WITH MANDI DABWALI BATHINDA ROAD ON NH-54 NEAR SANGAT KALAN FROM KM 93.000 TO KM 154.866 OF NH-754A PKG-3,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618618 | N24002076 | 10444,PUNJAB,1-03-21,1-06-24,1-06-26,1-06-26,2029.17,2677.23,513.42,0.72,141.0,APRIL,Project_Monitoring_April_2026.xlsx,72.0,618618
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1631.0,6L AMRITSAR-BATHINDA GREENFIELD SECTION FROM JN. WITH BHAGTA BHAI KA-BHADAUR ROAD NEAR DYALPURA BHAI KA TO JN. WITH MANDI DABWALI BATHINDA ROAD ON NH-54 NEAR SANGAT KALAN FROM KM 93.000 TO KM 154.866 OF NH-754A PKG-3,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618618 | N24002076 | 10444,PUNJAB,1-03-21,1-06-24,1-06-26,1-07-27,2029.17,2677.23,515.11,0.72,141.0,MAY,Project_Monitoring_May_2026.xlsx,72.0,618618
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1523.0,6L AMRITSAR-BATHINDA GREENFIELD SECTION FROM JN. WITH BHAGTA BHAI KA-BHADAUR ROAD NEAR DYALPURA BHAI KA TO JN. WITH MANDI DABWALI BATHINDA ROAD ON NH-54 NEAR SANGAT KALAN FROM KM 93.000 TO KM 154.866 OF NH-754A PKG-3,NHAI,618618 | - | -,PUNJAB,1-03-21,1-06-24,1-06-26,1-07-27,2029.17,2677.23,1440.11,0.72,140.0,JUNE,Project_Monitoring_June_2026.xlsx,72.0,618618
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1443.0,6L AMRITSAR-BATHINDA GREENFIELD SECTION FROM JN. WITH BHAGTA BHAI KA-BHADAUR ROAD NEAR DYALPURA BHAI KA TO JN. WITH MANDI DABWALI BATHINDA ROAD ON NH-54 NEAR SANGAT KALAN FROM KM 93.000 TO KM 154.866 OF NH-754A PKG-3,NHAI,618618 | - | -,PUNJAB,1-03-21,1-06-24,1-06-26,1-07-27,2029.17,2677.23,1442.16,0.74,133.0,JULY,Project_Monitoring_July_2026.xlsx,74.0,618618
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1278.0,BYPASS ON WESTERN SIDE OF GWALIOR CITY,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618619 | - | -,MADHYA PRADESH,1-03-25,1-01-26,1-01-28,1-01-28,998.95,998.95,20.06,0.0,121.0,APRIL,Project_Monitoring_April_2026.xlsx,0.0,618619
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1287.0,BYPASS ON WESTERN SIDE OF GWALIOR CITY,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618619 | - | -,MADHYA PRADESH,1-03-25,1-01-26,1-01-28,1-01-28,998.95,998.95,22.06,0.0,121.0,MAY,Project_Monitoring_May_2026.xlsx,0.0,618619
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1217.0,BYPASS ON WESTERN SIDE OF GWALIOR CITY,NHAI,618619 | - | -,MADHYA PRADESH,1-03-25,1-01-26,1-01-28,1-01-28,998.95,998.95,195.11,0.0,122.0,JUNE,Project_Monitoring_June_2026.xlsx,0.0,618619
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1143.0,BYPASS ON WESTERN SIDE OF GWALIOR CITY,NHAI,618619 | - | -,MADHYA PRADESH,1-03-25,1-01-26,1-01-28,1-01-28,998.95,998.95,195.31,0.0,115.0,JULY,Project_Monitoring_July_2026.xlsx,0.0,618619
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1279.0,"ADDITIONAL WORKS 2VUPS, MR-10 JUNCTION FLYOVER AND UNDERPASS IN SIX LANE INDORE- DEWAS SECTION OF NH-52 IN THE STATE OF MADHYA PRADESH ON EPC MODE",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618620 | - | -,MADHYA PRADESH,1-08-22,1-01-23,1-07-24,1-12-26,207.77,211.27,122.83,0.7677,121.0,APRIL,Project_Monitoring_April_2026.xlsx,76.77000000000001,618620
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1288.0,"ADDITIONAL WORKS 2VUPS, MR-10 JUNCTION FLYOVER AND UNDERPASS IN SIX LANE INDORE- DEWAS SECTION OF NH-52 IN THE STATE OF MADHYA PRADESH ON EPC MODE",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618620 | - | -,MADHYA PRADESH,1-08-22,1-01-23,1-07-24,1-02-27,207.77,211.27,130.73,0.7972,121.0,MAY,Project_Monitoring_May_2026.xlsx,79.72,618620
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1218.0,"ADDITIONAL WORKS 2VUPS, MR-10 JUNCTION FLYOVER AND UNDERPASS IN SIX LANE INDORE- DEWAS SECTION OF NH-52 IN THE STATE OF MADHYA PRADESH ON EPC MODE",NHAI,618620 | - | -,MADHYA PRADESH,1-08-22,1-01-23,1-07-24,1-03-27,207.77,211.27,142.54,0.7972,122.0,JUNE,Project_Monitoring_June_2026.xlsx,79.72,618620
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1144.0,"ADDITIONAL WORKS 2VUPS, MR-10 JUNCTION FLYOVER AND UNDERPASS IN SIX LANE INDORE- DEWAS SECTION OF NH-52 IN THE STATE OF MADHYA PRADESH ON EPC MODE",NHAI,618620 | - | -,MADHYA PRADESH,1-08-22,1-01-23,1-07-24,1-03-27,207.77,211.27,150.59,0.7972,115.0,JULY,Project_Monitoring_July_2026.xlsx,79.72,618620
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1280.0,INDORE - EDLABAD PKG-II [TEJAJINAGAR TO BALWARA],NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618621 | N24002070 | 10445,MADHYA PRADESH,1-03-22,1-01-23,1-01-25,1-10-26,1162.8,1530.82,527.99,0.848,121.0,APRIL,Project_Monitoring_April_2026.xlsx,84.8,618621
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1289.0,INDORE - EDLABAD PKG-II [TEJAJINAGAR TO BALWARA],NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618621 | N24002070 | 10445,MADHYA PRADESH,1-03-22,1-01-23,1-01-25,1-10-26,1162.8,1530.82,547.21,0.856,121.0,MAY,Project_Monitoring_May_2026.xlsx,85.6,618621
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1219.0,INDORE - EDLABAD PKG-II [TEJAJINAGAR TO BALWARA],NHAI,618621 | - | -,MADHYA PRADESH,1-03-22,1-01-23,1-01-25,1-10-26,1162.8,1530.82,811.16,0.873,122.0,JUNE,Project_Monitoring_June_2026.xlsx,87.3,618621
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1145.0,INDORE - EDLABAD PKG-II [TEJAJINAGAR TO BALWARA],NHAI,618621 | - | -,MADHYA PRADESH,1-03-22,1-01-23,1-01-25,1-10-26,1162.8,1530.82,824.5,0.873,115.0,JULY,Project_Monitoring_July_2026.xlsx,87.3,618621
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1281.0,4L OF INDORE - BOREGAON PKG-III [BALWARA TO DHANGAON] FROM KM. 42.260 TO KM. 82.660 OF NH347BG & 753L,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618622 | N24001767 | 10446,MADHYA PRADESH,1-01-21,1-04-22,1-04-24,1-07-26,1001.69,888.81,698.97,0.89,121.0,APRIL,Project_Monitoring_April_2026.xlsx,89.0,618622
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1290.0,4L OF INDORE - BOREGAON PKG-III [BALWARA TO DHANGAON] FROM KM. 42.260 TO KM. 82.660 OF NH347BG & 753L,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618622 | N24001767 | 10446,MADHYA PRADESH,1-01-21,1-04-22,1-04-24,1-10-26,1001.69,888.81,713.78,0.905,121.0,MAY,Project_Monitoring_May_2026.xlsx,90.5,618622
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1220.0,4L OF INDORE - BOREGAON PKG-III [BALWARA TO DHANGAON] FROM KM. 42.260 TO KM. 82.660 OF NH347BG & 753L,NHAI,618622 | - | -,MADHYA PRADESH,1-01-21,1-04-22,1-04-24,1-10-26,1001.69,888.81,825.56,0.905,122.0,JUNE,Project_Monitoring_June_2026.xlsx,90.5,618622
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1146.0,4L OF INDORE - BOREGAON PKG-III [BALWARA TO DHANGAON] FROM KM. 42.260 TO KM. 82.660 OF NH347BG & 753L,NHAI,618622 | - | -,MADHYA PRADESH,1-01-21,1-04-22,1-04-24,1-10-26,1001.69,888.81,835.15,0.925,115.0,JULY,Project_Monitoring_July_2026.xlsx,92.5,618622
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1282.0,4L BOREGAON BUZURG TO SHAHPUR PKG I OF BOREGAON BUZURG TO MUKTAINAGAR OF NH 753L,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618623 | - | 10447,MADHYA PRADESH,1-11-22,1-02-24,1-01-26,1-07-26,1504.37,1132.34,501.44,0.862,121.0,APRIL,Project_Monitoring_April_2026.xlsx,86.2,618623
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1291.0,4L BOREGAON BUZURG TO SHAHPUR PKG I OF BOREGAON BUZURG TO MUKTAINAGAR OF NH 753L,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618623 | - | 10447,MADHYA PRADESH,1-11-22,1-02-24,1-01-26,1-10-26,1504.37,1132.34,501.45,0.882,121.0,MAY,Project_Monitoring_May_2026.xlsx,88.2,618623
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1221.0,4L BOREGAON BUZURG TO SHAHPUR PKG I OF BOREGAON BUZURG TO MUKTAINAGAR OF NH 753L,NHAI,618623 | - | -,MADHYA PRADESH,1-11-22,1-02-24,1-01-26,1-10-26,1504.37,1132.34,527.34,0.901,122.0,JUNE,Project_Monitoring_June_2026.xlsx,90.10000000000001,618623
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1147.0,4L BOREGAON BUZURG TO SHAHPUR PKG I OF BOREGAON BUZURG TO MUKTAINAGAR OF NH 753L,NHAI,618623 | - | -,MADHYA PRADESH,1-11-22,1-02-24,1-01-26,1-10-26,1504.37,1132.34,556.86,0.901,115.0,JULY,Project_Monitoring_July_2026.xlsx,90.10000000000001,618623
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1533.0,MANGLOOR TO TELANGANA MAHARASHTRA BORDER,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618624 | - | 10448,"MULTI-STATES (MAHARASHTRA, TELANGANA)",1-03-18,1-04-19,1-04-21,1-03-21,1082.65,1323.12,180.13,0.9602,136.0,APRIL,Project_Monitoring_April_2026.xlsx,96.02000000000001,618624
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1544.0,MANGLOOR TO TELANGANA MAHARASHTRA BORDER,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618624 | - | 10448,"MULTI-STATES (MAHARASHTRA, TELANGANA)",1-03-18,1-04-19,1-04-21,1-03-21,1082.65,1323.12,180.13,0.9602,136.0,MAY,Project_Monitoring_May_2026.xlsx,96.02000000000001,618624
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1283.0,INDORE - GUJARAT / MP BORDER FROM KM. KM 9.500 TO KM 171.000 OF NH-59 IN MP,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618625 | - | -,MADHYA PRADESH,1-12-09,1-08-10,1-02-13,1-05-26,1175.0,217.22,14.04,0.9993,121.0,APRIL,Project_Monitoring_April_2026.xlsx,99.92999999999999,618625
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1292.0,INDORE - GUJARAT / MP BORDER FROM KM. KM 9.500 TO KM 171.000 OF NH-59 IN MP,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618625 | - | -,MADHYA PRADESH,1-12-09,1-08-10,1-02-13,1-05-26,1175.0,217.22,14.04,0.9993,121.0,MAY,Project_Monitoring_May_2026.xlsx,99.92999999999999,618625
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1385.0,FOUR LANING FROM DIVE GHAT KM. 220.900 TO HADAPSAR KM. 234.150 OF MOHOL ALANDI SECTION PKG VI OF NH-965,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618626 | - | -,MAHARASHTRA,1-12-23,1-10-24,1-10-26,1-04-27,819.52,400.0,121.02,0.6203,127.0,APRIL,Project_Monitoring_April_2026.xlsx,62.029999999999994,618626
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1394.0,FOUR LANING FROM DIVE GHAT KM. 220.900 TO HADAPSAR KM. 234.150 OF MOHOL ALANDI SECTION PKG VI OF NH-965,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618626 | - | -,MAHARASHTRA,1-12-23,1-10-24,1-10-26,1-04-27,819.52,400.0,121.02,0.6313,127.0,MAY,Project_Monitoring_May_2026.xlsx,63.129999999999995,618626
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1311.0,FOUR LANING FROM DIVE GHAT KM. 220.900 TO HADAPSAR KM. 234.150 OF MOHOL ALANDI SECTION PKG VI OF NH-965,NHAI,618626 | - | -,MAHARASHTRA,1-12-23,1-10-24,1-10-26,1-04-27,819.52,400.0,122.8,0.6495,128.0,JUNE,Project_Monitoring_June_2026.xlsx,64.95,618626
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1235.0,FOUR LANING FROM DIVE GHAT KM. 220.900 TO HADAPSAR KM. 234.150 OF MOHOL ALANDI SECTION PKG VI OF NH-965,NHAI,618626 | - | -,MAHARASHTRA,1-12-23,1-10-24,1-10-26,1-04-27,819.52,400.0,141.4,0.7001,120.0,JULY,Project_Monitoring_July_2026.xlsx,70.00999999999999,618626
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,1386.0,CONSTRUCTION OF 7 NOS OF STANDALONE SAFETY STRUCTURES/WORKS AT DIFFERENT LOCATIONS ON VARIOUS NHS,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],618627 | - | -,MAHARASHTRA,1-01-25,1-07-25,1-01-27,1-01-27,168.52,112.03,10.11,0.2637,127.0,APRIL,Project_Monitoring_April_2026.xlsx,26.369999999999997,618627
